Dealership,Season,Car,Buyer,Buyer_Age
Philladephia,Summer,Nissan,Female,79
Philladephia,Summer,Jeep,Male,42
Austin,Winter,Toyota,Male,78
San Diego,Summer,Chevrolet,Male,54
LA,Spring,Ford,Male,57
Columbus,Fall,Kia,Male,80
Philladephia,Summer,Honda,Female,53
LA,Fall,Toyota,Female,47
Columbus,Summer,Nissan,Male,69
Columbus,Spring,Ram,Male,50
Seattle,Summer,Ram,Male,59
San Diego,Spring,Ford,Male,80
Seattle,Winter,Subaru,Female,27
Phoenix,Summer,Toyota,Female,39
Houston,Fall,Hyundai,Male,25
Philladephia,Spring,Ram,Female,42
Austin,Fall,Ram,Male,21
LA,Winter,Toyota,Male,23
Houston,Summer,Hyundai,Male,71
LA,Fall,Ram,Male,35
Phoenix,Winter,Ford,Male,37
LA,Summer,Chevrolet,Male,53
NYC,Spring,Kia,Male,48
San Antonio,Winter,Hyundai,Male,40
Philladephia,Spring,Kia,Female,22
Houston,Winter,Jeep,Male,52
NYC,Summer,Honda,Male,19
San Antonio,Summer,Subaru,Male,46
Chicago,Winter,GMC,Female,55
NYC,Spring,Toyota,Female,67
Chicago,Fall,Subaru,Female,26
Phoenix,Fall,Honda,Female,36
Columbus,Winter,Subaru,Male,78
Phoenix,Winter,Honda,Male,18
San Antonio,Winter,Honda,Female,47
NYC,Winter,Hyundai,Male,47
Columbus,Summer,Subaru,Female,76
Columbus,Fall,GMC,Female,45
Seattle,Winter,Honda,Female,26
Seattle,Summer,GMC,Male,33
San Diego,Winter,Jeep,Female,63
San Antonio,Spring,Hyundai,Male,77
Houston,Fall,Nissan,Female,61
San Diego,Spring,GMC,Male,35
Phoenix,Summer,Subaru,Male,48
Philladephia,Spring,Ram,Male,37
Houston,Summer,Honda,Male,51
Phoenix,Spring,Chevrolet,Male,76
LA,Spring,Jeep,Male,80
Seattle,Fall,Honda,Male,31
NYC,Winter,Nissan,Male,26
Chicago,Summer,Ford,Female,46
Austin,Fall,Hyundai,Male,46
Houston,Fall,Hyundai,Female,51
NYC,Summer,Nissan,Female,26
San Antonio,Summer,Nissan,Female,79
San Antonio,Summer,Subaru,Male,66
Seattle,Winter,Ford,Male,48
Austin,Spring,Subaru,Male,72
Chicago,Spring,Hyundai,Female,53
San Diego,Summer,Jeep,Male,41
Houston,Summer,Chevrolet,Male,61
Chicago,Spring,Hyundai,Female,27
Columbus,Winter,GMC,Female,78
San Diego,Winter,Kia,Female,67
Philladephia,Spring,Kia,Female,23
Philladephia,Spring,Hyundai,Female,25
San Diego,Winter,Toyota,Female,22
Columbus,Winter,Hyundai,Female,26
San Diego,Winter,Hyundai,Male,41
Austin,Winter,Ford,Male,57
Seattle,Spring,Honda,Female,37
Austin,Summer,Ram,Male,40
Houston,Summer,Ford,Male,18
Chicago,Summer,Chevrolet,Male,73
LA,Spring,Ford,Female,75
Columbus,Spring,Honda,Female,25
Phoenix,Winter,GMC,Female,40
San Diego,Summer,Nissan,Male,31
Phoenix,Summer,Chevrolet,Male,47
Phoenix,Summer,Honda,Male,79
San Diego,Fall,Hyundai,Male,28
NYC,Fall,Kia,Male,62
Columbus,Fall,Hyundai,Male,47
Houston,Fall,Jeep,Male,52
LA,Spring,Jeep,Male,18
Philladephia,Spring,GMC,Female,67
Phoenix,Winter,Honda,Male,62
Houston,Spring,Toyota,Male,65
Philladephia,Fall,Subaru,Male,62
Chicago,Winter,Jeep,Male,80
Chicago,Spring,Toyota,Male,36
San Antonio,Summer,Honda,Male,75
San Antonio,Winter,Chevrolet,Female,37
Houston,Summer,Jeep,Male,67
San Antonio,Winter,GMC,Male,48
Phoenix,Winter,Jeep,Male,75
NYC,Fall,Subaru,Male,73
NYC,Fall,Ford,Male,38
San Antonio,Fall,Jeep,Male,61
Phoenix,Fall,Hyundai,Female,32
Chicago,Summer,Honda,Female,27
Austin,Summer,Hyundai,Female,41
San Diego,Spring,Ram,Male,18
Columbus,Spring,Ram,Female,79
Houston,Spring,Kia,Female,67
San Antonio,Spring,Honda,Male,31
Seattle,Fall,Honda,Female,71
Chicago,Spring,Subaru,Female,18
Columbus,Spring,Honda,Male,58
Austin,Summer,Ford,Female,44
NYC,Summer,Ford,Male,64
Houston,Summer,Ram,Male,62
Austin,Spring,Honda,Female,42
Chicago,Summer,Jeep,Female,65
Phoenix,Spring,Chevrolet,Male,75
San Antonio,Winter,Nissan,Female,23
Seattle,Spring,Hyundai,Male,57
LA,Fall,GMC,Male,30
Chicago,Winter,Jeep,Male,60
Houston,Summer,Chevrolet,Female,52
Seattle,Fall,Nissan,Male,67
Chicago,Fall,Ram,Female,56
Seattle,Summer,Subaru,Male,68
LA,Summer,Subaru,Female,63
Phoenix,Spring,Subaru,Male,48
Seattle,Spring,Ford,Female,60
Chicago,Summer,Kia,Male,73
San Diego,Fall,Hyundai,Female,57
San Antonio,Winter,Kia,Female,78
Houston,Winter,Ram,Female,53
Houston,Summer,Ford,Female,62
Phoenix,Summer,Ram,Male,57
Phoenix,Summer,Kia,Female,32
Philladephia,Fall,Jeep,Female,74
Chicago,Spring,Ram,Male,58
Philladephia,Spring,Ram,Female,31
Phoenix,Winter,GMC,Female,61
Phoenix,Spring,Nissan,Female,39
Columbus,Spring,GMC,Male,29
Philladephia,Summer,Ford,Male,38
Columbus,Spring,Hyundai,Female,72
San Diego,Winter,GMC,Male,74
LA,Winter,Toyota,Male,42
Chicago,Winter,Jeep,Female,68
Seattle,Spring,Ram,Male,72
NYC,Spring,Subaru,Female,50
Philladephia,Fall,Subaru,Female,40
Chicago,Spring,Ram,Female,51
Phoenix,Winter,Toyota,Male,74
Phoenix,Fall,Subaru,Male,75
Columbus,Spring,Kia,Male,68
San Antonio,Spring,Subaru,Female,24
Houston,Spring,Kia,Female,63
San Diego,Summer,Subaru,Female,65
Seattle,Fall,Honda,Male,28
Columbus,Spring,GMC,Male,54
Chicago,Spring,Toyota,Female,52
San Diego,Summer,Toyota,Female,32
Seattle,Summer,Kia,Male,56
Chicago,Winter,GMC,Female,40
NYC,Spring,Chevrolet,Female,31
LA,Fall,Toyota,Female,52
Philladephia,Summer,Nissan,Female,46
San Antonio,Winter,Subaru,Male,25
Chicago,Fall,Jeep,Male,34
San Antonio,Spring,Hyundai,Male,42
Houston,Fall,Jeep,Female,45
LA,Summer,Jeep,Female,76
NYC,Spring,GMC,Female,43
NYC,Spring,Ram,Male,67
Seattle,Fall,Honda,Female,26
Seattle,Spring,GMC,Male,28
Chicago,Winter,Subaru,Male,64
Philladephia,Summer,Kia,Female,46
Columbus,Spring,GMC,Female,61
Philladephia,Spring,Ram,Male,69
Phoenix,Spring,Toyota,Male,20
San Antonio,Spring,Toyota,Male,61
NYC,Winter,Ram,Female,75
Seattle,Summer,Jeep,Male,80
Seattle,Summer,Hyundai,Female,40
San Diego,Summer,Toyota,Male,65
Phoenix,Spring,Nissan,Male,64
Seattle,Summer,Hyundai,Female,66
Seattle,Summer,Ford,Male,55
Seattle,Winter,Jeep,Female,69
NYC,Winter,Honda,Male,38
Austin,Fall,Jeep,Female,25
NYC,Winter,Hyundai,Female,38
San Antonio,Summer,Kia,Male,55
Austin,Winter,Ford,Female,79
San Diego,Spring,Subaru,Male,30
NYC,Winter,Honda,Male,74
Philladephia,Fall,GMC,Female,75
Chicago,Fall,Honda,Female,30
Columbus,Fall,Ram,Male,80
Columbus,Spring,Ford,Female,41
Austin,Spring,Subaru,Male,22
Austin,Spring,Ram,Male,32
Philladephia,Fall,Nissan,Male,24
Austin,Summer,Nissan,Male,61
Austin,Summer,Ford,Male,63
Philladephia,Spring,Nissan,Female,78
Houston,Fall,Jeep,Male,43
San Diego,Summer,Subaru,Male,39
NYC,Fall,Toyota,Female,45
NYC,Summer,Ram,Female,54
San Antonio,Fall,GMC,Male,40
Chicago,Fall,Honda,Female,51
Columbus,Winter,Chevrolet,Male,50
Phoenix,Spring,Chevrolet,Male,21
Austin,Fall,Nissan,Male,39
Phoenix,Fall,Honda,Female,79
San Diego,Summer,Ford,Female,46
Columbus,Fall,Ram,Female,62
Phoenix,Fall,Hyundai,Female,42
Seattle,Summer,Nissan,Female,69
Houston,Spring,Subaru,Male,65
San Diego,Fall,Toyota,Female,31
LA,Summer,Ford,Female,30
Philladephia,Summer,Hyundai,Female,35
San Diego,Winter,Ford,Female,27
San Diego,Summer,Kia,Female,68
Seattle,Summer,Jeep,Female,35
San Diego,Fall,Nissan,Female,56
Phoenix,Spring,Ford,Female,70
Phoenix,Summer,Subaru,Male,63
Phoenix,Fall,GMC,Male,33
Columbus,Summer,Kia,Female,26
Seattle,Summer,Jeep,Female,25
Seattle,Fall,Nissan,Female,47
San Diego,Winter,Subaru,Female,29
San Antonio,Winter,Ram,Female,39
Columbus,Spring,Chevrolet,Male,80
Phoenix,Fall,Toyota,Female,46
Phoenix,Summer,Nissan,Female,23
Columbus,Winter,Ford,Female,21
LA,Winter,Hyundai,Male,51
San Antonio,Summer,Nissan,Male,69
Seattle,Spring,Subaru,Female,80
San Diego,Summer,Ford,Female,76
Phoenix,Spring,Nissan,Male,38
Columbus,Spring,Ram,Male,30
San Antonio,Winter,Nissan,Male,43
Seattle,Summer,GMC,Male,48
San Antonio,Summer,Nissan,Male,66
NYC,Winter,Ford,Male,56
Chicago,Spring,Chevrolet,Female,71
Phoenix,Spring,Toyota,Male,25
Chicago,Summer,Hyundai,Male,68
Austin,Fall,Nissan,Female,42
LA,Winter,GMC,Female,57
NYC,Winter,Chevrolet,Male,46
San Diego,Fall,Jeep,Female,77
Philladephia,Summer,Hyundai,Female,26
Philladephia,Winter,Hyundai,Female,31
LA,Fall,Hyundai,Male,68
San Antonio,Winter,Nissan,Female,33
San Diego,Winter,Honda,Male,55
NYC,Spring,Jeep,Female,33
Chicago,Spring,Toyota,Male,54
LA,Spring,Toyota,Female,23
LA,Winter,Toyota,Male,39
Philladephia,Fall,Chevrolet,Male,73
LA,Spring,Hyundai,Female,48
Houston,Summer,Hyundai,Female,59
NYC,Summer,Honda,Female,25
Seattle,Spring,Jeep,Female,42
San Diego,Summer,Subaru,Male,79
Phoenix,Summer,Subaru,Male,69
Chicago,Fall,Subaru,Male,46
San Diego,Winter,Honda,Female,47
Austin,Winter,Kia,Female,65
Austin,Winter,Jeep,Female,35
Philladephia,Summer,Ram,Male,37
Austin,Spring,Toyota,Female,41
Seattle,Winter,Subaru,Female,46
NYC,Fall,Toyota,Female,29
LA,Summer,Nissan,Female,46
Columbus,Fall,Hyundai,Male,77
Seattle,Winter,Honda,Male,69
Philladephia,Fall,Ford,Female,25
NYC,Fall,Jeep,Male,39
Houston,Summer,Chevrolet,Female,39
Columbus,Summer,Honda,Male,65
San Antonio,Spring,Toyota,Female,59
San Diego,Fall,Chevrolet,Male,67
LA,Fall,Chevrolet,Female,28
Seattle,Fall,Honda,Female,23
Chicago,Fall,Jeep,Female,19
Austin,Winter,Toyota,Male,77
Chicago,Summer,GMC,Female,28
Phoenix,Summer,Jeep,Female,21
Seattle,Fall,Hyundai,Female,41
NYC,Summer,Nissan,Male,68
Seattle,Fall,Subaru,Female,46
Seattle,Summer,Ram,Female,41
Phoenix,Summer,Ford,Male,54
Philladephia,Fall,Kia,Male,50
Austin,Winter,Jeep,Female,75
LA,Fall,Jeep,Female,57
Houston,Winter,Subaru,Male,71
San Antonio,Spring,Kia,Male,56
Phoenix,Summer,Ram,Female,66
LA,Fall,Chevrolet,Male,46
LA,Fall,Kia,Female,59
Philladephia,Summer,Hyundai,Male,65
Chicago,Winter,Subaru,Female,64
NYC,Summer,Hyundai,Female,21
Chicago,Fall,Jeep,Male,77
San Antonio,Summer,Ford,Female,41
San Diego,Fall,Ford,Female,18
LA,Winter,Honda,Female,46
LA,Spring,Subaru,Male,41
Chicago,Fall,GMC,Female,50
NYC,Spring,GMC,Male,39
Columbus,Summer,Ford,Female,44
San Diego,Summer,Kia,Male,23
Philladephia,Spring,Hyundai,Male,18
Columbus,Spring,Kia,Female,52
Seattle,Fall,Honda,Female,74
Seattle,Fall,Kia,Male,37
San Diego,Winter,Chevrolet,Female,35
LA,Spring,Nissan,Male,54
Seattle,Winter,Subaru,Male,33
Chicago,Fall,Chevrolet,Female,25
NYC,Winter,Jeep,Male,35
NYC,Fall,Jeep,Male,32
Chicago,Summer,Kia,Male,56
Austin,Winter,Toyota,Male,28
Columbus,Winter,Jeep,Female,66
LA,Summer,Subaru,Male,57
San Antonio,Summer,Subaru,Male,61
Austin,Spring,Ram,Female,55
San Antonio,Fall,Kia,Female,59
Chicago,Fall,Honda,Male,76
NYC,Fall,Hyundai,Male,41
Phoenix,Summer,Subaru,Female,48
Philladephia,Summer,Kia,Female,50
NYC,Summer,GMC,Female,73
Chicago,Spring,Hyundai,Female,75
Philladephia,Winter,GMC,Female,37
LA,Fall,Kia,Female,59
San Antonio,Spring,Kia,Female,39
Chicago,Summer,Subaru,Female,36
Houston,Fall,GMC,Male,72
Seattle,Fall,Ford,Male,63
Houston,Summer,Hyundai,Male,23
Seattle,Winter,Ford,Male,62
Austin,Spring,Jeep,Female,56
San Antonio,Spring,GMC,Female,34
Seattle,Winter,Ford,Male,40
NYC,Spring,GMC,Female,50
NYC,Summer,Ford,Male,57
San Diego,Spring,Honda,Female,40
Austin,Fall,Chevrolet,Female,20
Seattle,Spring,Subaru,Male,18
Chicago,Summer,Ford,Female,21
LA,Summer,Honda,Male,24
Columbus,Spring,Kia,Female,31
Philladephia,Spring,Ford,Female,19
NYC,Winter,Subaru,Male,68
San Diego,Summer,Chevrolet,Male,77
Seattle,Fall,GMC,Male,35
Chicago,Winter,Subaru,Male,76
Austin,Spring,Subaru,Female,23
Columbus,Winter,Hyundai,Female,56
Phoenix,Spring,Nissan,Male,61
NYC,Spring,Honda,Female,22
San Antonio,Winter,Kia,Male,50
San Diego,Summer,GMC,Female,73
San Diego,Winter,Honda,Male,40
Austin,Spring,Ram,Male,43
San Antonio,Summer,Hyundai,Male,29
NYC,Spring,Ford,Male,58
LA,Winter,Honda,Female,80
Chicago,Fall,Kia,Male,55
Austin,Fall,Ford,Male,75
Seattle,Spring,Nissan,Male,67
San Diego,Winter,Honda,Female,34
Austin,Winter,Subaru,Male,51
Phoenix,Winter,Toyota,Male,66
Philladephia,Summer,Kia,Male,41
Columbus,Fall,Toyota,Male,29
LA,Summer,Ram,Female,36
Houston,Spring,Chevrolet,Male,18
San Antonio,Spring,Ram,Male,71
Philladephia,Fall,Ford,Female,38
Austin,Summer,Ram,Male,54
LA,Fall,Subaru,Female,39
San Antonio,Spring,GMC,Male,78
LA,Summer,GMC,Female,51
Austin,Summer,Ram,Male,20
LA,Summer,Nissan,Female,59
Austin,Winter,GMC,Male,71
Austin,Spring,Hyundai,Male,30
San Diego,Fall,Ford,Male,60
San Antonio,Fall,Hyundai,Male,21
Chicago,Fall,Jeep,Female,49
San Diego,Summer,Chevrolet,Female,25
Houston,Spring,GMC,Male,79
San Diego,Summer,Jeep,Male,60
Seattle,Fall,GMC,Female,79
San Antonio,Spring,Chevrolet,Female,56
Austin,Fall,Nissan,Male,80
Chicago,Summer,Ford,Male,40
Phoenix,Winter,Ram,Female,18
LA,Spring,Subaru,Male,61
Seattle,Spring,GMC,Female,33
Houston,Fall,Chevrolet,Male,78
Seattle,Fall,Nissan,Male,22
Chicago,Fall,Subaru,Male,64
Chicago,Summer,Ram,Male,66
Columbus,Winter,GMC,Male,18
San Diego,Spring,Ford,Female,35
Chicago,Winter,Nissan,Female,78
Chicago,Fall,Hyundai,Male,80
Columbus,Fall,Jeep,Male,27
Houston,Fall,Jeep,Male,79
San Diego,Spring,Jeep,Female,31
San Antonio,Fall,Ram,Female,40
San Diego,Summer,Hyundai,Female,55
Philladephia,Spring,Nissan,Female,26
Chicago,Summer,Nissan,Male,29
NYC,Spring,Subaru,Female,68
San Diego,Fall,Ford,Female,23
Austin,Fall,Nissan,Female,31
San Antonio,Winter,GMC,Female,73
NYC,Summer,Nissan,Male,37
Philladephia,Spring,Nissan,Female,30
Chicago,Summer,Toyota,Male,25
Houston,Winter,Ford,Male,41
Austin,Spring,Chevrolet,Female,51
NYC,Fall,GMC,Female,46
Phoenix,Fall,Nissan,Female,49
Chicago,Spring,Subaru,Female,20
Phoenix,Fall,Chevrolet,Female,68
NYC,Summer,Kia,Female,64
Philladephia,Winter,Hyundai,Male,47
Houston,Summer,Chevrolet,Female,68
Philladephia,Spring,GMC,Female,62
Chicago,Spring,Chevrolet,Male,34
Austin,Summer,Toyota,Male,68
Seattle,Spring,Jeep,Male,52
NYC,Spring,Honda,Male,57
LA,Fall,Chevrolet,Male,53
Austin,Fall,Ford,Female,26
Seattle,Summer,Jeep,Male,40
Houston,Winter,Honda,Male,36
NYC,Summer,Kia,Female,47
Columbus,Spring,GMC,Male,33
Austin,Winter,Chevrolet,Female,67
Phoenix,Summer,Jeep,Male,80
Austin,Spring,Nissan,Female,38
Philladephia,Fall,Kia,Female,61
NYC,Fall,Chevrolet,Male,69
Philladephia,Spring,Honda,Female,24
Chicago,Spring,Subaru,Female,64
San Antonio,Summer,Jeep,Male,42
Columbus,Summer,Hyundai,Female,69
Houston,Fall,Jeep,Female,31
San Diego,Fall,Nissan,Female,35
Seattle,Fall,Ram,Male,73
Phoenix,Spring,Ford,Male,35
Austin,Winter,Kia,Male,71
Phoenix,Spring,Ram,Male,72
NYC,Summer,Honda,Female,68
Chicago,Spring,Toyota,Male,51
Chicago,Summer,Honda,Male,56
Phoenix,Fall,Ram,Female,47
Phoenix,Summer,Nissan,Female,32
Seattle,Summer,Subaru,Male,30
LA,Summer,Subaru,Female,37
Phoenix,Fall,Hyundai,Male,77
Austin,Fall,Toyota,Male,72
NYC,Spring,Jeep,Male,80
LA,Summer,Hyundai,Female,62
Austin,Spring,Honda,Female,71
Phoenix,Summer,Chevrolet,Female,22
NYC,Spring,Honda,Female,80
Columbus,Spring,Ford,Female,26
LA,Summer,Ram,Male,18
Chicago,Spring,Chevrolet,Female,47
Houston,Summer,Hyundai,Male,67
Columbus,Fall,Ram,Male,55
Chicago,Winter,Ford,Male,79
Phoenix,Winter,Jeep,Female,24
Chicago,Summer,Ford,Male,32
Phoenix,Spring,Nissan,Female,45
San Diego,Winter,Kia,Female,44
NYC,Fall,GMC,Female,47
Phoenix,Fall,Nissan,Female,58
Chicago,Spring,Kia,Male,27
Seattle,Spring,Nissan,Male,76
Seattle,Fall,Subaru,Male,68
Houston,Winter,Jeep,Female,54
San Diego,Winter,Toyota,Male,51
San Diego,Spring,Subaru,Female,63
LA,Fall,Nissan,Male,19
Chicago,Summer,Ford,Female,51
San Diego,Winter,Hyundai,Female,45
Philladephia,Spring,Toyota,Female,77
Houston,Winter,Chevrolet,Female,18
Philladephia,Summer,Ram,Male,68
NYC,Fall,Jeep,Female,71
Houston,Winter,Subaru,Male,72
San Antonio,Winter,Ram,Male,76
Philladephia,Winter,Ram,Male,56
San Antonio,Fall,Jeep,Male,33
Phoenix,Winter,Toyota,Female,23
Chicago,Summer,Hyundai,Female,75
Columbus,Summer,Chevrolet,Female,25
Seattle,Winter,Nissan,Male,24
Seattle,Winter,Toyota,Female,45
NYC,Fall,Honda,Female,57
NYC,Winter,Ram,Female,35
NYC,Fall,Jeep,Female,51
Seattle,Spring,Hyundai,Male,62
Chicago,Fall,Kia,Male,29
Austin,Spring,Ram,Male,60
Seattle,Winter,Ford,Male,23
Seattle,Winter,Hyundai,Female,44
Austin,Spring,Jeep,Female,51
Philladephia,Spring,Ram,Female,32
LA,Fall,GMC,Male,63
Philladephia,Winter,Nissan,Male,42
Austin,Summer,Kia,Male,69
LA,Spring,Hyundai,Female,56
Chicago,Winter,Subaru,Male,42
Seattle,Summer,Jeep,Male,18
Chicago,Summer,Toyota,Male,59
Phoenix,Summer,Honda,Female,61
San Antonio,Spring,GMC,Female,40
NYC,Spring,Kia,Female,79
San Diego,Winter,Kia,Male,20
Seattle,Summer,Jeep,Male,64
Phoenix,Summer,Honda,Male,43
Houston,Winter,Honda,Male,18
Philladephia,Summer,Hyundai,Male,53
LA,Fall,Jeep,Female,25
San Diego,Fall,Toyota,Male,35
Houston,Summer,Ram,Female,34
San Diego,Fall,Nissan,Male,44
Chicago,Spring,Hyundai,Female,39
San Diego,Spring,Chevrolet,Male,38
Seattle,Spring,Ford,Male,69
San Diego,Fall,GMC,Female,80
Chicago,Summer,Ford,Male,25
Phoenix,Spring,Chevrolet,Female,46
Austin,Fall,Ram,Female,67
Houston,Summer,Hyundai,Female,60
San Diego,Spring,GMC,Male,23
Chicago,Spring,Jeep,Female,23
Phoenix,Summer,Hyundai,Female,74
San Diego,Winter,GMC,Female,61
NYC,Spring,Hyundai,Female,59
LA,Fall,Hyundai,Female,51
Chicago,Summer,Hyundai,Female,34
NYC,Summer,Hyundai,Male,26
Philladephia,Winter,Subaru,Male,42
Chicago,Summer,Chevrolet,Male,52
San Antonio,Winter,GMC,Female,53
San Diego,Fall,Chevrolet,Male,43
Columbus,Spring,Honda,Female,30
San Antonio,Spring,Ram,Female,50
Columbus,Spring,Nissan,Female,30
Seattle,Spring,Honda,Female,42
Chicago,Spring,Jeep,Female,19
Phoenix,Spring,Jeep,Male,78
Columbus,Winter,Nissan,Male,35
NYC,Summer,GMC,Female,66
Columbus,Fall,Hyundai,Female,61
Chicago,Spring,GMC,Male,43
San Diego,Winter,Toyota,Male,25
NYC,Fall,Subaru,Female,78
San Diego,Spring,Jeep,Female,43
Houston,Fall,Nissan,Male,65
Columbus,Winter,GMC,Female,53
Phoenix,Spring,Jeep,Male,22
Phoenix,Fall,Subaru,Female,65
Houston,Summer,Jeep,Male,47
Houston,Winter,Hyundai,Male,22
Columbus,Winter,GMC,Female,53
Philladephia,Spring,Chevrolet,Female,64
Chicago,Winter,Toyota,Female,51
Phoenix,Summer,Hyundai,Female,56
Seattle,Winter,Chevrolet,Male,42
Columbus,Winter,Toyota,Female,78
LA,Fall,Chevrolet,Female,63
LA,Winter,Hyundai,Male,78
Phoenix,Spring,Honda,Female,66
San Diego,Fall,Subaru,Male,31
Columbus,Winter,Ford,Female,45
Phoenix,Summer,Jeep,Male,52
Houston,Fall,Kia,Male,79
Philladephia,Summer,Ram,Male,72
San Antonio,Summer,Jeep,Male,30
San Antonio,Spring,Toyota,Female,20
Philladephia,Winter,Nissan,Female,65
San Antonio,Fall,Toyota,Female,41
Philladephia,Fall,Ram,Male,59
Columbus,Spring,Jeep,Female,33
Philladephia,Spring,GMC,Male,23
Phoenix,Fall,Chevrolet,Male,18
NYC,Summer,Toyota,Female,29
San Diego,Summer,Honda,Female,67
San Antonio,Winter,Toyota,Female,74
Philladephia,Fall,Hyundai,Female,78
Philladephia,Spring,Honda,Female,26
Columbus,Fall,Chevrolet,Female,29
San Diego,Spring,Toyota,Male,69
Seattle,Summer,Jeep,Male,71
Houston,Fall,Ford,Female,25
San Diego,Spring,Honda,Female,54
Columbus,Summer,Honda,Male,72
Chicago,Spring,Ram,Male,22
Austin,Fall,Jeep,Male,45
Houston,Spring,Ford,Male,37
Phoenix,Summer,Hyundai,Female,71
Chicago,Summer,Hyundai,Male,35
Chicago,Spring,Hyundai,Male,57
Seattle,Spring,Ram,Male,77
Austin,Winter,Ram,Male,67
NYC,Summer,Toyota,Female,64
Philladephia,Winter,GMC,Male,25
San Diego,Summer,Ram,Male,50
Philladephia,Summer,GMC,Male,45
San Antonio,Summer,Subaru,Male,18
San Antonio,Spring,Toyota,Female,24
Phoenix,Summer,GMC,Female,20
Seattle,Summer,Jeep,Male,53
San Antonio,Summer,Chevrolet,Male,41
Columbus,Winter,GMC,Female,36
Austin,Summer,Kia,Male,21
Seattle,Spring,Nissan,Male,60
Phoenix,Fall,Toyota,Male,28
Phoenix,Fall,Ford,Female,29
Chicago,Fall,Honda,Female,52
Phoenix,Fall,Toyota,Female,18
San Antonio,Winter,Jeep,Female,46
Austin,Winter,Ram,Male,75
Columbus,Spring,GMC,Male,58
Philladephia,Winter,Ford,Female,77
Austin,Winter,Honda,Male,29
Austin,Spring,Hyundai,Female,45
Columbus,Fall,Honda,Female,39
Houston,Spring,Kia,Female,22
LA,Winter,Subaru,Female,21
Austin,Summer,Kia,Male,45
Chicago,Fall,GMC,Female,22
LA,Spring,Hyundai,Female,68
Columbus,Winter,Ram,Male,69
San Antonio,Winter,Ford,Male,43
Austin,Summer,Nissan,Female,51
San Antonio,Fall,Subaru,Male,31
Columbus,Summer,Toyota,Female,64
San Diego,Fall,Jeep,Male,70
Philladephia,Summer,Kia,Male,51
Philladephia,Fall,Hyundai,Male,66
Seattle,Summer,GMC,Female,60
Chicago,Fall,Hyundai,Male,64
Seattle,Spring,Toyota,Female,24
San Diego,Fall,Ram,Male,40
San Diego,Spring,Ram,Female,70
Chicago,Summer,Subaru,Male,77
Philladephia,Winter,Subaru,Male,61
Houston,Summer,Subaru,Male,70
Phoenix,Spring,GMC,Female,20
Seattle,Fall,Nissan,Male,30
Phoenix,Winter,Toyota,Male,71
Phoenix,Winter,Ford,Female,46
Phoenix,Fall,Honda,Female,69
Phoenix,Summer,Toyota,Female,31
Houston,Fall,Ram,Female,55
San Antonio,Spring,Ram,Male,35
NYC,Fall,Ram,Female,42
Houston,Summer,Hyundai,Male,72
LA,Winter,Jeep,Male,47
Seattle,Spring,Toyota,Female,68
Houston,Winter,Jeep,Male,39
Philladephia,Fall,Kia,Female,34
Houston,Fall,Kia,Male,50
NYC,Winter,Jeep,Male,63
Philladephia,Summer,Ram,Male,19
NYC,Spring,GMC,Female,52
Chicago,Winter,Toyota,Female,75
NYC,Spring,Nissan,Female,30
NYC,Summer,Jeep,Female,35
Austin,Fall,Ram,Male,20
Phoenix,Summer,Toyota,Male,19
Seattle,Fall,GMC,Female,28
Chicago,Fall,Nissan,Male,28
Phoenix,Spring,Ford,Female,41
Chicago,Winter,Subaru,Female,64
Chicago,Spring,Ram,Female,41
Philladephia,Summer,GMC,Female,19
LA,Spring,Chevrolet,Female,69
NYC,Spring,Subaru,Male,42
Houston,Summer,Jeep,Female,62
LA,Summer,Nissan,Female,35
NYC,Spring,GMC,Male,51
Seattle,Summer,GMC,Male,41
Philladephia,Fall,Honda,Male,54
Houston,Winter,Jeep,Female,75
San Antonio,Fall,Toyota,Female,18
NYC,Fall,Toyota,Female,20
San Diego,Summer,Nissan,Male,46
Houston,Winter,Nissan,Male,47
Columbus,Summer,Subaru,Female,42
San Diego,Spring,Toyota,Female,33
Phoenix,Winter,Subaru,Female,32
Austin,Fall,Chevrolet,Male,50
