country,content,imdb_score,Gross,Budget,genre,DataMaker
USA,R,7.15,High,High,Drama,FellAsleep
USA,PG-13,5.18,Low,Medium,Drama,Quit
USA,R,6.05,Medium,Medium,Action,Survived
USA,R,6.21,Medium,Medium,Drama,Survived
USA,PG,4.6,Low,Medium,Comedy,FellAsleep
USA,PG,4.05,High,High,Family,Quit
USA,R,5.1,Low,Medium,Comedy,Quit
USA,R,8.27,High,High,Family,LikedIt
Canada,R,5.84,Medium,Medium,Action,LikedIt
USA,PG,7.62,Low,Low,History,Survived
USA,PG-13,8.52,Low,Medium,Action,LikedIt
USA,PG-13,6.86,High,Medium,Comedy,LovedIt
USA,PG-13,8.44,Medium,Medium,Comedy,LikedIt
USA,PG-13,5.57,High,High,Family,Quit
USA,R,6.7,Medium,High,Drama,FellAsleep
USA,PG-13,8.5,High,High,Family,LikedIt
USA,R,9.55,Low,Medium,Action,LikedIt
USA,R,6.99,Low,Low,History,Quit
USA,PG-13,9.65,Medium,Medium,Drama,LikedIt
USA,PG,6.16,High,Medium,Comedy,FellAsleep
Japan,PG-13,3.99,Medium,Medium,Drama,Quit
USA,PG-13,6.72,High,Medium,Action,Quit
UK,R,6.8,Medium,Medium,Comedy,Survived
USA,PG-13,9.63,Medium,Medium,Sci-Fi,LikedIt
USA,PG,6.14,High,High,Sci-Fi,LovedIt
USA,R,5.75,Medium,Low,Drama,Quit
Argentina,R,9.23,Medium,Low,History,FellAsleep
USA,PG-13,5.08,Medium,Medium,History,Quit
USA,PG,9.08,High,High,Family,LikedIt
USA,PG-13,5.39,Medium,Medium,Comedy,Quit
USA,PG,6.46,High,High,Family,Survived
UK,PG-13,7.31,High,High,Family,LovedIt
USA,PG,6.91,High,High,Family,FellAsleep
USA,PG-13,9.81,High,High,Sci-Fi,LikedIt
USA,PG-13,5.92,High,High,Family,Quit
UK,PG-13,8.93,Low,Medium,Comedy,LikedIt
USA,PG,6.55,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.18,Medium,Medium,Comedy,LikedIt
USA,R,6.58,Low,Low,Drama,Survived
Japan,G,5.63,Low,Medium,Comedy,Quit
USA,PG-13,8.46,Low,Low,History,Quit
USA,PG,5.51,High,High,Family,Quit
USA,R,6.06,High,Medium,Comedy,LovedIt
USA,PG-13,3.22,Low,Low,Action,Quit
USA,R,7.79,High,Medium,Comedy,Survived
UK,PG-13,5.55,High,High,Family,Quit
USA,R,8.06,Medium,Low,Action,FellAsleep
UK,G,5.79,Medium,Medium,History,Quit
France,PG-13,6.54,High,Medium,Action,Survived
USA,PG,9.11,High,High,Family,LikedIt
USA,PG-13,4.72,High,High,Family,Survived
USA,PG,6.43,High,High,Drama,Survived
USA,PG-13,5.2,Medium,Medium,Comedy,LikedIt
USA,PG-13,5.31,Medium,High,Family,Quit
USA,R,9.92,Medium,Low,History,LikedIt
USA,R,8.14,High,Low,History,LovedIt
UK,PG-13,10.21,High,Medium,History,LikedIt
USA,PG-13,7.76,High,Medium,History,LovedIt
USA,R,8.21,Low,Low,History,Quit
USA,PG-13,5.62,Medium,Low,Action,Quit
USA,PG,5.35,Medium,Medium,Comedy,FellAsleep
USA,PG,6.57,Medium,Medium,Comedy,FellAsleep
France,R,7.06,Medium,High,Action,Survived
USA,PG-13,4.75,High,High,Family,Quit
USA,PG,5.92,Medium,Medium,Comedy,FellAsleep
USA,PG-13,6.78,High,Medium,Action,FellAsleep
USA,R,5.61,Low,Medium,Comedy,Quit
USA,PG-13,4.57,High,Low,History,Quit
USA,PG,7.22,High,High,Family,FellAsleep
USA,R,8.9,Medium,Medium,Comedy,LikedIt
USA,R,5.9,Low,Low,Drama,Quit
Australia,PG,7.98,High,High,Sci-Fi,Survived
USA,PG-13,5.04,High,Medium,Comedy,Quit
USA,PG-13,6.55,Low,Low,Sci-Fi,FellAsleep
Canada,PG-13,5.32,Medium,Medium,Comedy,Quit
USA,PG-13,6.21,High,High,Action,Survived
USA,R,7.01,Medium,Low,Action,Quit
USA,PG-13,5.69,Medium,Medium,Drama,Quit
USA,R,5.45,Low,Low,Drama,Quit
USA,PG-13,6.45,Medium,Medium,History,FellAsleep
USA,PG-13,7.38,High,Low,History,LovedIt
USA,R,6.94,High,Low,Action,LovedIt
USA,R,8.9,Medium,Low,Drama,LikedIt
Germany,R,5.48,Medium,High,Action,Quit
USA,PG-13,8.03,High,High,Family,LikedIt
USA,PG-13,6.23,Medium,Medium,Action,FellAsleep
USA,PG,9.08,High,Low,History,LovedIt
USA,G,6,High,Low,History,LovedIt
UK,PG-13,6.83,High,High,Family,FellAsleep
USA,G,4.75,High,Medium,Comedy,Quit
USA,R,6.4,Medium,High,Family,Quit
USA,PG-13,7.21,High,Medium,Drama,Survived
France,PG-13,5.76,High,Low,Drama,Quit
France,PG-13,5.86,Medium,Medium,Action,Quit
Mexico,R,9.17,Low,Low,History,Quit
USA,R,6.06,Medium,High,History,Survived
USA,PG-13,7.98,High,Medium,Drama,Survived
France,R,8.74,Low,Medium,Comedy,LikedIt
USA,PG-13,6.71,Medium,Medium,Comedy,Survived
UK,PG,8.11,High,Low,History,FellAsleep
USA,PG,3.66,Medium,Medium,Comedy,FellAsleep
Hong Kong,R,7.27,Low,Medium,Comedy,Survived
USA,PG-13,6.37,High,High,Family,LikedIt
USA,PG-13,5.55,High,Medium,Drama,Quit
UK,R,7.15,Low,Low,History,Survived
USA,PG-13,5.21,Low,Low,Comedy,Quit
USA,PG,8.52,High,High,Family,LikedIt
USA,R,9.2,Medium,Medium,Comedy,LikedIt
New Zealand,PG-13,6.67,High,High,Family,Quit
USA,R,6.63,Medium,Low,Drama,Survived
Canada,R,7.74,High,Low,History,LovedIt
USA,PG-13,6.47,High,Medium,Action,LovedIt
UK,PG,7.26,Medium,Medium,Action,Survived
USA,R,8.2,Low,Low,History,FellAsleep
USA,R,6.1,Low,Medium,Drama,FellAsleep
USA,PG-13,5.3,High,High,Family,Quit
USA,PG,5.42,High,High,Family,Quit
USA,PG-13,6.31,Medium,Medium,Drama,Quit
USA,R,5.7,Medium,Medium,Comedy,Quit
USA,R,7.73,High,Medium,Action,Survived
USA,PG,7.36,High,Medium,Comedy,FellAsleep
USA,PG-13,7.34,High,Medium,Action,Quit
USA,PG-13,6.47,High,High,Action,Survived
Canada,R,6.63,Low,Low,History,Survived
UK,R,6.64,High,Medium,Comedy,LovedIt
Spain,R,7.22,Low,Low,Drama,Survived
USA,PG-13,6.06,Low,Low,Drama,FellAsleep
USA,PG-13,5.7,Medium,Medium,Sci-Fi,Quit
Germany,R,7.54,Low,Medium,Action,FellAsleep
USA,R,8.59,Low,Low,History,Survived
USA,R,8.08,Medium,Low,Action,FellAsleep
USA,PG-13,7.25,High,Medium,Comedy,FellAsleep
USA,R,4.4,High,High,Family,Quit
USA,PG-13,4.84,Medium,Medium,Comedy,Quit
USA,R,7.1,High,Low,Action,LovedIt
Germany,R,8.37,Low,Medium,Comedy,Quit
USA,R,6.27,Medium,Medium,Comedy,Quit
USA,PG-13,6.98,High,Medium,Action,Survived
Germany,PG-13,4.51,High,Medium,Comedy,Quit
USA,PG-13,5.08,Medium,Medium,Action,Quit
USA,PG,4.93,High,Medium,Comedy,FellAsleep
USA,PG-13,8.8,High,High,Family,LikedIt
USA,G,7.92,Low,Low,Comedy,FellAsleep
USA,PG,8.09,Medium,Medium,History,LikedIt
Greece,PG-13,8.73,Low,Medium,Comedy,LikedIt
USA,PG-13,7.79,High,Medium,Comedy,FellAsleep
UK,R,6.33,Low,Medium,Action,FellAsleep
UK,R,5.33,High,Low,History,Quit
UK,R,10.05,Medium,Low,History,LikedIt
Germany,R,7.52,Low,Medium,History,FellAsleep
USA,PG,7.22,High,Medium,Comedy,FellAsleep
China,R,5.54,Low,High,Family,Quit
USA,PG,10.21,Medium,Low,History,LikedIt
USA,PG-13,6.01,High,High,Family,Quit
UK,R,7.33,Medium,Medium,Action,Survived
USA,R,6.73,Low,Low,History,Quit
UK,PG,6.19,Low,Medium,Comedy,FellAsleep
USA,PG-13,5.63,High,High,Family,Quit
Canada,R,3.93,Low,Low,Action,Survived
USA,PG,3.42,Medium,High,Family,Quit
USA,PG-13,7.62,High,Medium,Comedy,FellAsleep
USA,PG,5.46,High,Medium,Drama,Quit
UK,PG-13,6.46,High,Medium,Sci-Fi,LovedIt
USA,PG,7.49,High,Low,Sci-Fi,LovedIt
USA,R,7.66,High,Low,Drama,Survived
USA,R,10.16,High,High,Action,LikedIt
USA,PG,6.84,High,High,Family,LovedIt
USA,PG-13,6.87,Low,Medium,Action,Quit
UK,R,7.31,High,Low,Action,Survived
USA,R,9.77,Low,Low,History,FellAsleep
USA,PG-13,8.72,High,High,Family,LikedIt
UK,PG,6.2,Medium,Medium,Sci-Fi,Quit
Canada,PG,5.22,Low,Low,History,Quit
USA,PG-13,6.9,Low,Low,Action,Survived
USA,PG,4.53,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.37,Low,Medium,Comedy,Quit
USA,PG-13,6.43,Medium,High,History,Quit
USA,R,5.41,High,High,Family,Survived
USA,PG,6.68,Low,Low,History,Quit
USA,PG-13,5.49,Medium,Medium,Comedy,Quit
USA,R,7.22,High,Medium,History,LovedIt
USA,R,9.24,Low,Low,Drama,LikedIt
USA,PG-13,6.67,High,Medium,Comedy,Survived
USA,PG-13,5.67,Medium,Medium,Action,Quit
UK,PG-13,6.74,Low,Low,Drama,FellAsleep
USA,PG-13,6.98,Low,Medium,Drama,Survived
Libya,PG,8.51,Low,Medium,Comedy,FellAsleep
USA,R,7.29,Low,Low,Action,FellAsleep
USA,R,6.95,Medium,Medium,Comedy,Survived
USA,R,7.76,Medium,Medium,Comedy,Survived
Germany,R,7.17,Low,Medium,History,Quit
USA,PG,7.49,High,Medium,Sci-Fi,Quit
Canada,R,5.35,Low,Low,History,Quit
UK,R,5.83,High,High,Family,Quit
USA,PG-13,5.34,High,Low,Action,Quit
USA,PG,9.18,High,Low,History,Quit
USA,R,8.03,Low,Medium,Comedy,LikedIt
USA,R,6.83,Low,Low,History,FellAsleep
USA,R,6.02,Low,Medium,Comedy,Survived
USA,PG-13,5.09,Medium,High,Family,Quit
China,PG-13,7.03,Medium,High,Family,Quit
USA,R,5.58,Medium,Low,History,Quit
UK,PG-13,7.34,High,Medium,History,LovedIt
Germany,R,3.48,High,Low,Action,Quit
UK,R,8.6,Low,Medium,Action,LovedIt
UK,R,7.8,Low,Medium,Action,LikedIt
USA,R,5.8,High,High,Family,Quit
USA,PG,6.6,High,High,Family,Survived
USA,R,7.76,High,Medium,Comedy,LovedIt
USA,PG-13,6.81,High,High,Family,Quit
USA,PG-13,5.93,High,High,Family,Quit
USA,PG-13,6.72,High,High,Family,Survived
USA,R,9.15,Low,Medium,History,LikedIt
USA,PG-13,6.43,High,Medium,Comedy,Survived
Mexico,PG-13,8.34,Medium,Low,History,Quit
USA,PG,7.53,Low,Low,History,FellAsleep
USA,R,8.59,Medium,Low,History,Quit
USA,R,6.92,Low,Low,History,FellAsleep
USA,PG-13,7.22,High,High,History,LovedIt
USA,PG-13,5.89,Medium,Medium,Drama,Quit
USA,R,7.41,Low,Low,History,Quit
USA,G,5.2,Medium,Medium,Sci-Fi,Quit
USA,PG-13,4.71,High,High,Family,Quit
USA,PG-13,7.37,Medium,Medium,Comedy,LikedIt
UK,PG-13,9.94,Low,Low,History,LikedIt
USA,R,7.14,Low,Medium,Comedy,Survived
USA,PG-13,5.59,Low,Medium,Comedy,Survived
USA,PG-13,4.31,Medium,High,Family,Quit
USA,PG-13,5.55,High,High,Sci-Fi,Quit
USA,PG,6.3,Medium,Medium,History,Survived
USA,PG,4.9,High,High,Family,Quit
USA,PG,4.29,Medium,Medium,Comedy,FellAsleep
USA,PG,6.83,High,High,Drama,Survived
USA,PG-13,8.02,Medium,Medium,Comedy,Quit
USA,R,6.9,High,Low,History,LovedIt
USA,R,6.46,High,Low,Action,LovedIt
USA,PG-13,5.54,High,High,Family,Quit
France,PG-13,7.34,Low,Medium,Comedy,Quit
USA,PG-13,5.69,High,High,Drama,Quit
USA,G,7.28,High,High,Drama,Quit
UK,PG,6.77,High,Medium,Comedy,FellAsleep
USA,PG-13,6.97,Medium,Low,History,Survived
France,PG,8.48,Medium,High,Family,LikedIt
Australia,PG,6.74,Low,Medium,Comedy,FellAsleep
USA,PG,6.07,Medium,Medium,Action,FellAsleep
USA,R,8.34,Low,Low,History,Quit
USA,PG-13,6.37,High,Medium,Comedy,LovedIt
USA,R,6.72,Medium,Medium,Action,FellAsleep
USA,R,6.18,Medium,Medium,Action,Quit
USA,R,3.62,Low,Low,Action,Quit
USA,PG,8.42,Low,Low,History,FellAsleep
UK,R,7.27,Low,Low,Action,FellAsleep
USA,PG-13,8.58,High,High,Family,LikedIt
USA,PG,6.95,High,Low,Sci-Fi,LovedIt
USA,PG-13,5.26,High,Medium,Comedy,Quit
USA,R,7.73,Low,Low,History,Survived
USA,R,7.61,Medium,Low,Drama,Survived
USA,PG,7.56,Medium,Medium,Comedy,LovedIt
USA,PG-13,5.23,High,High,Family,Quit
UK,R,5.28,Low,Low,Sci-Fi,Survived
USA,R,3.84,Low,Medium,Drama,Quit
USA,PG-13,6.07,Medium,High,Family,Quit
USA,PG-13,7.77,High,Medium,Sci-Fi,LovedIt
USA,R,5.85,High,High,Drama,Quit
USA,PG-13,6.42,Medium,Medium,Comedy,FellAsleep
UK,PG,4.09,Medium,Medium,Sci-Fi,Quit
USA,PG,8.3,High,High,Family,LikedIt
USA,PG-13,2.8,Medium,Medium,Drama,Quit
USA,R,6.92,Low,Low,Sci-Fi,Survived
USA,R,5.22,Medium,High,Family,Quit
France,R,5.02,Medium,Medium,Drama,Quit
USA,R,8.8,Medium,Medium,Action,LikedIt
USA,PG-13,5.38,High,High,Family,Quit
USA,R,7.09,Low,Low,History,FellAsleep
USA,PG-13,5.96,High,High,Family,LovedIt
Australia,PG,5.63,High,Medium,Comedy,FellAsleep
UK,PG,8,High,High,Sci-Fi,LovedIt
USA,R,6.64,High,Medium,Action,LovedIt
UK,PG-13,7.25,High,High,Family,Survived
USA,PG-13,6.47,Medium,Medium,Comedy,FellAsleep
USA,PG,2.6,Medium,Medium,Comedy,FellAsleep
USA,R,7.29,High,Medium,Comedy,LovedIt
USA,R,6.78,High,Medium,Comedy,Survived
USA,PG,5.81,Medium,Medium,Sci-Fi,Quit
USA,R,5.75,Medium,Medium,Drama,Quit
USA,R,7.54,Low,Low,History,FellAsleep
UK,PG-13,8.64,Medium,Medium,History,LikedIt
USA,R,6.58,High,Medium,Comedy,FellAsleep
USA,PG,5.37,Medium,Medium,Comedy,FellAsleep
USA,R,7.43,Low,Low,Drama,Quit
USA,PG-13,5.28,Medium,Medium,Action,Quit
UK,R,8.44,Low,Low,History,FellAsleep
USA,PG-13,4.03,High,Medium,Action,Quit
USA,PG,7.16,High,High,Family,FellAsleep
Germany,R,5.99,High,High,Drama,Quit
USA,PG,8.07,High,High,Sci-Fi,LikedIt
USA,PG-13,8.03,Medium,High,Drama,LikedIt
USA,R,7.72,High,Low,History,LovedIt
USA,PG-13,4.71,High,Medium,Comedy,Quit
USA,PG-13,4.81,Medium,High,Family,Quit
USA,PG-13,5.46,Medium,Medium,Drama,Quit
South Africa,R,8.79,Low,Low,History,Quit
USA,PG-13,5.36,Medium,Medium,Comedy,Quit
China,PG-13,7,Medium,High,Family,Survived
USA,R,5.03,Medium,Low,Action,Quit
USA,PG,5.92,High,Medium,Comedy,FellAsleep
USA,R,7.01,Medium,High,Action,Survived
China,PG-13,8.04,Low,Medium,Comedy,FellAsleep
USA,R,7.62,High,Low,Comedy,LovedIt
USA,R,6.17,Low,Low,Comedy,Quit
USA,R,6.04,Medium,Medium,Comedy,FellAsleep
South Korea,R,7.37,Low,Medium,Comedy,Quit
France,PG-13,5.2,High,Medium,Comedy,Quit
France,R,6.7,Low,Medium,Comedy,Survived
USA,R,7.62,Low,Medium,Comedy,Survived
USA,PG-13,5.37,High,High,Action,Quit
USA,R,7.5,High,Low,Action,LovedIt
USA,PG,8,Medium,Medium,Action,LikedIt
USA,R,6.49,Low,Medium,Action,Quit
USA,R,6.39,Low,Medium,Sci-Fi,FellAsleep
USA,PG-13,5.11,Medium,Medium,Comedy,Quit
UK,R,6.86,High,Medium,Comedy,LovedIt
Hungary,PG,5.92,Medium,Medium,Comedy,FellAsleep
USA,R,4.28,Medium,Medium,Drama,Quit
USA,PG-13,8.55,High,High,Action,LikedIt
USA,PG-13,4.93,High,Medium,Comedy,Quit
USA,R,6.64,High,Medium,Drama,LovedIt
USA,R,6.47,Low,Medium,Drama,FellAsleep
Australia,PG-13,6.5,Low,Low,Comedy,Survived
USA,PG-13,5.61,Medium,Medium,Comedy,Quit
USA,PG,6.16,High,High,Family,Survived
UK,R,8.44,Low,Low,History,LikedIt
Norway,PG,8.02,Low,High,Family,LikedIt
USA,R,8.78,Low,Low,History,FellAsleep
UK,R,7.29,Low,Low,Action,Survived
UK,R,6.52,High,Medium,Action,LovedIt
USA,R,6.71,High,Medium,Drama,LovedIt
USA,PG,8.63,High,Low,Drama,LikedIt
USA,R,5.76,High,Low,History,Quit
USA,G,6.24,High,Medium,Comedy,Quit
USA,PG-13,6.27,Medium,High,Family,FellAsleep
USA,PG-13,2.99,Low,Medium,Comedy,Quit
UK,PG-13,5.47,Low,Medium,Drama,Quit
USA,PG,7.34,Medium,Medium,Comedy,FellAsleep
USA,PG-13,7.33,High,Medium,Comedy,Survived
Japan,PG-13,6.38,Low,High,Family,Quit
USA,PG-13,5.74,Medium,Medium,History,Quit
Canada,R,7.73,High,Low,History,LovedIt
USA,R,9.29,High,High,History,LikedIt
USA,PG,8.2,Medium,Low,Drama,Survived
Spain,R,7.65,Low,Low,Drama,Quit
USA,PG,4.09,High,High,Family,Quit
USA,G,6.34,High,Medium,Drama,LovedIt
USA,PG-13,4.73,Medium,High,Family,LovedIt
France,R,8.39,Medium,Medium,Comedy,LikedIt
USA,PG-13,5.28,High,High,Family,Quit
USA,PG-13,7.34,High,High,History,LovedIt
USA,R,6.16,High,Medium,Comedy,LovedIt
USA,R,7.5,High,Medium,Action,Survived
USA,R,8.08,High,Low,History,LovedIt
France,R,6.74,High,Medium,Comedy,LovedIt
USA,PG-13,6.76,High,High,Action,LovedIt
USA,PG-13,6.79,Medium,Medium,History,FellAsleep
USA,R,6.51,Medium,Medium,Comedy,Quit
USA,R,7.76,Low,Low,History,Quit
USA,R,9.73,Medium,Medium,Action,LikedIt
USA,PG-13,5.86,High,High,Drama,Quit
UK,PG,7,Low,Medium,Comedy,FellAsleep
Ireland,PG-13,6.9,Low,Medium,Drama,Survived
USA,R,7.36,High,Medium,Comedy,Survived
USA,PG-13,5.76,Low,Medium,Sci-Fi,Quit
UK,PG,6.48,High,Medium,Comedy,FellAsleep
USA,PG-13,6.05,High,High,Action,LovedIt
USA,PG,5.09,High,High,Family,Quit
USA,PG-13,5.72,Medium,Medium,Comedy,Quit
USA,R,6.56,Low,Low,Action,FellAsleep
USA,R,8.53,Low,Low,History,FellAsleep
USA,PG-13,6.37,High,High,Sci-Fi,FellAsleep
USA,G,6.93,High,Medium,Comedy,LovedIt
USA,R,4.86,High,Low,Drama,Quit
USA,PG,7.22,High,High,Family,LovedIt
USA,R,8.2,High,Low,History,LovedIt
USA,PG-13,4.41,Medium,Low,Sci-Fi,Quit
UK,PG-13,7.27,Medium,Medium,Comedy,Survived
USA,PG,4.63,Medium,Medium,Comedy,FellAsleep
USA,R,10.91,Low,Low,History,LikedIt
USA,PG,7.5,High,High,Drama,LovedIt
USA,R,7.21,High,Medium,Comedy,LovedIt
USA,R,6.09,High,Medium,Drama,LovedIt
UK,R,7.81,Medium,Medium,Drama,Survived
USA,PG-13,10.74,Medium,Low,History,LikedIt
USA,G,7.42,High,High,Family,FellAsleep
USA,PG,7.23,High,Medium,Comedy,FellAsleep
USA,R,5.19,Low,Low,Drama,Quit
USA,PG,5.87,High,High,Family,Quit
Canada,R,8.37,Low,Low,History,Survived
Australia,PG-13,8.94,Medium,Medium,Action,LikedIt
Germany,R,6.46,Low,High,Family,Survived
UK,R,7.56,High,Medium,Comedy,LovedIt
USA,R,6.64,High,High,Action,LovedIt
UK,R,7.89,High,Medium,Action,LovedIt
USA,G,7.42,Medium,Medium,Comedy,Survived
USA,R,8.66,Low,Medium,Comedy,LikedIt
USA,PG-13,5.05,Medium,Medium,Action,Quit
USA,R,6.51,Medium,Low,Drama,FellAsleep
USA,R,6.93,Medium,Medium,Comedy,Survived
Canada,R,7.59,High,Medium,Comedy,LovedIt
UK,R,8.16,High,Medium,Comedy,Survived
USA,R,6.42,Low,Low,Action,LovedIt
USA,PG-13,4.96,High,High,Family,Quit
USA,PG,5.51,High,Medium,Comedy,FellAsleep
USA,PG,5.57,High,High,Family,Quit
USA,R,6.02,Medium,Medium,Comedy,Survived
USA,R,5.61,High,Medium,Comedy,Quit
USA,R,6.3,Low,Medium,Action,Quit
France,PG,6.86,Low,Medium,Comedy,FellAsleep
USA,R,6.82,Medium,Medium,Action,FellAsleep
USA,PG-13,7.4,High,Low,Drama,LovedIt
USA,R,8.93,Low,Low,History,LikedIt
USA,PG-13,5.77,Medium,Medium,Action,Quit
USA,PG-13,7.68,High,Medium,History,FellAsleep
USA,PG-13,7.39,High,High,Family,Quit
USA,R,5.57,Low,Low,Drama,LovedIt
UK,PG-13,6.16,High,High,Action,LovedIt
Poland,PG-13,5.17,Low,Low,Drama,FellAsleep
Netherlands,PG-13,5.13,Low,Medium,Sci-Fi,Quit
USA,R,6.77,High,High,Family,FellAsleep
USA,PG-13,7.03,High,Medium,Drama,Survived
USA,PG-13,6.14,Medium,High,Family,Survived
USA,PG-13,7.4,High,High,Family,LovedIt
USA,R,6.64,Low,Low,Drama,Quit
USA,PG-13,8.49,Medium,Low,History,Survived
USA,PG,5.84,High,Low,History,Quit
USA,PG-13,5.21,High,Medium,Comedy,Quit
Canada,R,6.74,Low,Medium,Comedy,FellAsleep
USA,PG-13,8.29,High,High,Family,LikedIt
Canada,PG,5.73,Low,Low,History,Quit
France,R,7.26,High,Medium,Comedy,LovedIt
USA,R,6.07,Medium,High,Action,FellAsleep
USA,R,6.71,High,High,Family,LovedIt
USA,PG-13,8.27,Low,Low,History,Quit
USA,PG,7.25,Low,Low,Action,Quit
USA,R,8.24,High,High,Drama,Quit
USA,R,7.55,High,Medium,Action,Quit
USA,PG-13,6.15,Low,Medium,Action,FellAsleep
France,PG-13,7.06,High,High,Family,Quit
USA,R,8.04,Medium,Low,Drama,LikedIt
USA,R,7.73,High,Low,Drama,LovedIt
USA,PG,6.77,High,High,Family,Quit
Czech Republic,R,8.76,Low,High,Family,LikedIt
USA,R,6.95,Medium,Medium,Comedy,Quit
UK,R,7.37,Low,Medium,Comedy,Quit
UK,PG,8.19,Medium,High,Family,LikedIt
USA,PG,8.07,Low,Low,Drama,Quit
USA,R,7.41,Low,Low,History,Quit
USA,PG,6.43,Medium,Medium,Comedy,FellAsleep
USA,PG-13,8.49,High,Medium,Comedy,LikedIt
USA,PG-13,6.04,Low,Medium,Comedy,Quit
USA,R,7.09,Low,Low,Drama,Survived
Germany,R,6.26,Medium,Medium,Drama,Survived
Canada,PG-13,8.18,High,High,Family,LikedIt
USA,R,6.3,Low,Medium,Action,FellAsleep
USA,PG,9.16,High,Low,History,Survived
USA,R,7.84,Medium,Medium,Drama,Quit
USA,R,6.86,Low,Low,History,Quit
USA,PG-13,6.63,High,High,Family,Quit
USA,PG,6.76,Low,Low,History,Survived
USA,PG,6.61,High,High,Family,Quit
USA,R,5.96,High,Medium,Action,Quit
USA,PG,4.31,Medium,High,Family,Quit
USA,R,6.48,Low,Medium,Drama,FellAsleep
USA,G,5.28,Medium,Medium,Comedy,Quit
Canada,R,7.28,Low,Low,Drama,Quit
USA,PG,6.67,High,Medium,Comedy,FellAsleep
Canada,R,5.37,Low,Low,History,Quit
USA,R,6.16,High,Medium,Comedy,LovedIt
USA,G,4.12,High,High,Family,Quit
Australia,PG,5.96,High,High,Comedy,FellAsleep
USA,R,5.81,High,High,Family,Quit
Australia,PG-13,6,High,High,Family,LovedIt
Australia,PG-13,8.91,Medium,Medium,Comedy,LikedIt
USA,R,4.23,Medium,Medium,Comedy,Quit
USA,PG-13,8.38,High,High,History,Survived
USA,R,5.95,High,High,Family,LikedIt
USA,PG-13,4.83,Low,Medium,Comedy,Quit
USA,PG,7.1,High,Medium,Comedy,FellAsleep
USA,PG,6.8,Medium,Medium,Comedy,FellAsleep
USA,PG,5.55,Low,Medium,Comedy,FellAsleep
USA,R,7.78,High,Medium,Drama,LovedIt
USA,R,6.32,High,Medium,Comedy,LovedIt
USA,PG-13,7.13,Low,Medium,Comedy,Quit
USA,R,6.17,Low,Medium,Comedy,FellAsleep
USA,PG-13,6.78,High,High,Family,LovedIt
USA,R,6.13,High,Medium,Comedy,Survived
Iran,PG,6.61,Low,Medium,Comedy,FellAsleep
USA,PG-13,6.8,High,High,Drama,LovedIt
USA,PG,6.36,High,Medium,Comedy,FellAsleep
USA,PG,7,Medium,Medium,Comedy,FellAsleep
USA,PG-13,6,High,High,Family,Survived
USA,PG-13,5.5,Medium,Medium,Comedy,Quit
USA,R,6.6,Low,Low,History,FellAsleep
USA,PG-13,7.72,Low,Low,History,Quit
USA,PG,7.32,High,High,Family,Quit
USA,PG,5.61,High,High,Family,Quit
USA,R,8.36,High,Low,History,LovedIt
USA,R,8.46,High,Low,History,LovedIt
USA,PG-13,5.91,High,High,Sci-Fi,LovedIt
USA,R,6.76,Low,Low,History,Quit
USA,PG,5.67,High,High,Family,Quit
USA,PG-13,4.9,Medium,Medium,Drama,Quit
USA,PG-13,8.49,Medium,Medium,Comedy,LikedIt
USA,PG,3.93,High,High,Family,Quit
USA,R,4.77,Low,Medium,Action,Quit
USA,PG-13,6.91,High,Medium,Drama,LovedIt
Germany,PG-13,5.7,High,High,Drama,Quit
USA,R,5.97,Low,Medium,Comedy,Quit
USA,PG-13,7.07,Medium,High,Action,FellAsleep
USA,R,9.34,Low,Medium,Comedy,LikedIt
UK,R,7.03,Low,Medium,Comedy,Quit
UK,R,6.1,Low,Low,History,Survived
USA,R,7.39,Low,Low,History,Quit
USA,PG-13,6.11,High,Medium,History,FellAsleep
USA,PG-13,9.05,High,Medium,History,LikedIt
USA,PG,5.02,High,High,Family,Quit
USA,R,8.8,Medium,Medium,Comedy,LikedIt
USA,PG-13,7.42,Low,Low,History,FellAsleep
USA,PG,4.75,High,High,Family,Quit
USA,R,7.85,Medium,Low,History,FellAsleep
USA,PG-13,7.17,High,High,Action,LovedIt
USA,PG-13,8.23,High,High,Action,LovedIt
UK,R,7.34,High,Low,History,LovedIt
USA,PG,7.19,High,High,Family,FellAsleep
USA,R,6.53,High,Medium,Drama,LovedIt
Hong Kong,PG,6.48,Medium,Medium,Sci-Fi,Survived
USA,R,7.85,Medium,Medium,Comedy,LikedIt
UK,PG-13,3.03,Low,Medium,Comedy,Quit
UK,R,5.21,Medium,High,Family,Quit
USA,R,6.03,Medium,Low,Drama,FellAsleep
USA,PG-13,8.72,High,Medium,Comedy,LikedIt
USA,R,7.8,High,High,Family,LikedIt
USA,R,6.43,Medium,Medium,Comedy,Survived
USA,PG,5.58,Low,Medium,Drama,Quit
USA,G,7.28,High,High,Family,Survived
USA,R,6.38,High,Medium,Drama,FellAsleep
New Zealand,PG-13,8.01,Low,Medium,History,Quit
USA,R,7.9,High,Medium,Action,FellAsleep
USA,PG,7.7,High,High,Family,Quit
USA,PG-13,5.12,Low,Medium,Comedy,Quit
USA,R,7.4,Medium,Low,History,Survived
UK,R,8.2,Low,Medium,History,LikedIt
USA,PG,3.61,Low,Medium,Comedy,FellAsleep
USA,G,7.08,High,Low,History,LikedIt
