Studentid,Attendance,Major,Questions,Score,Seniority,Texting
43864,10,Polsci,Always,77,Freshman,Always
43865,66,Cs,Rarely,65,Senior,Always
43866,5,Polsci,Rarely,63,Junior,Rarely
43867,58,Communication,Always,69,Senior,Rarely
43868,31,Polsci,Rarely,30,Senior,Always
43869,14,Polsci,Always,28,Sophomore,Always
43870,47,Cs,Rarely,2,Senior,Rarely
43871,82,Stat,Always,3,Freshman,Rarely
43872,86,Communication,Rarely,79,Sophomore,Rarely
43873,16,Communication,Rarely,52,Senior,Rarely
43874,14,Cs,Always,99,Junior,Always
43875,17,Communication,Rarely,22,Sophomore,Rarely
43876,55,Stat,Always,96,Sophomore,Always
43877,98,Cs,Always,49,Senior,Rarely
43878,93,Communication,Always,99,Sophomore,Rarely
43879,14,Stat,Always,37,Sophomore,Always
43880,25,Polsci,Always,11,Junior,Rarely
43881,67,Polsci,Rarely,79,Sophomore,Always
43882,43,Communication,Rarely,100,Freshman,Rarely
43883,6,Polsci,Rarely,35,Sophomore,Rarely
43884,51,Stat,Rarely,14,Senior,Always
43885,24,Polsci,Rarely,43,Senior,Rarely
43886,7,Polsci,Always,85,Senior,Always
43887,21,Polsci,Always,9,Senior,Rarely
43888,2,Polsci,Always,46,Freshman,Always
43889,11,Stat,Rarely,6,Senior,Rarely
43890,72,Cs,Always,44,Sophomore,Rarely
43891,34,Polsci,Rarely,8,Senior,Rarely
43892,29,Cs,Rarely,35,Sophomore,Always
43893,51,Polsci,Rarely,11,Freshman,Rarely
43894,52,Polsci,Always,13,Junior,Rarely
43895,10,Communication,Rarely,56,Senior,Rarely
43896,69,Stat,Always,59,Senior,Always
43897,84,Stat,Rarely,95,Freshman,Rarely
43898,39,Cs,Rarely,52,Freshman,Always
43899,29,Cs,Rarely,12,Sophomore,Rarely
43900,36,Cs,Rarely,89,Sophomore,Rarely
43901,32,Stat,Rarely,83,Freshman,Always
43902,37,Communication,Always,96,Freshman,Rarely
43903,36,Stat,Rarely,96,Senior,Rarely
43904,41,Polsci,Always,51,Freshman,Always
43905,31,Polsci,Always,22,Junior,Always
43906,64,Cs,Always,49,Sophomore,Always
43907,5,Communication,Always,61,Freshman,Rarely
43908,97,Stat,Always,16,Junior,Rarely
43909,62,Communication,Always,64,Junior,Rarely
43910,52,Stat,Rarely,11,Junior,Always
43911,25,Communication,Rarely,45,Junior,Always
43912,50,Cs,Always,43,Senior,Always
43913,61,Communication,Always,70,Junior,Rarely
43914,46,Communication,Always,8,Junior,Always
43915,49,Communication,Rarely,96,Sophomore,Rarely
43916,84,Communication,Always,74,Sophomore,Always
43917,89,Communication,Rarely,90,Freshman,Rarely
43918,74,Stat,Rarely,81,Junior,Always
43919,88,Cs,Rarely,33,Senior,Rarely
43920,79,Stat,Rarely,35,Sophomore,Always
43921,45,Polsci,Always,56,Freshman,Rarely
43922,83,Stat,Rarely,51,Junior,Always
43923,32,Stat,Always,16,Sophomore,Rarely
43924,93,Communication,Always,40,Sophomore,Always
43925,37,Communication,Always,15,Sophomore,Rarely
43926,24,Polsci,Rarely,25,Senior,Rarely
43927,42,Cs,Rarely,81,Senior,Rarely
43928,21,Communication,Rarely,51,Sophomore,Rarely
43929,51,Cs,Rarely,53,Senior,Rarely
43930,22,Cs,Always,51,Junior,Rarely
43931,18,Cs,Always,42,Freshman,Always
43932,19,Stat,Rarely,26,Freshman,Rarely
43933,2,Communication,Always,93,Sophomore,Rarely
43934,21,Stat,Rarely,19,Senior,Rarely
43935,84,Polsci,Always,27,Junior,Always
43936,45,Cs,Rarely,98,Senior,Always
43937,44,Polsci,Rarely,57,Senior,Always
43938,67,Polsci,Rarely,92,Senior,Always
43939,55,Polsci,Rarely,36,Sophomore,Always
43940,72,Cs,Always,90,Junior,Rarely
43941,39,Polsci,Rarely,72,Freshman,Always
43942,99,Communication,Rarely,19,Senior,Always
43943,14,Cs,Rarely,56,Senior,Rarely
43944,19,Cs,Rarely,4,Senior,Rarely
43945,34,Communication,Always,3,Junior,Rarely
43946,94,Stat,Always,58,Senior,Always
43947,26,Communication,Rarely,77,Sophomore,Always
43948,50,Polsci,Rarely,55,Senior,Always
43949,37,Stat,Rarely,28,Sophomore,Always
43950,88,Polsci,Rarely,30,Freshman,Rarely
43951,44,Cs,Rarely,99,Senior,Rarely
43952,30,Cs,Rarely,65,Junior,Always
43953,55,Stat,Always,5,Sophomore,Always
43954,23,Cs,Always,49,Sophomore,Rarely
43955,49,Communication,Rarely,25,Freshman,Rarely
43956,81,Stat,Always,47,Junior,Always
43957,54,Polsci,Rarely,6,Senior,Rarely
43958,98,Polsci,Rarely,4,Freshman,Always
43959,99,Stat,Always,16,Senior,Always
43960,30,Stat,Rarely,83,Freshman,Always
43961,92,Communication,Always,96,Sophomore,Always
43962,25,Cs,Rarely,59,Junior,Rarely
43963,66,Cs,Rarely,74,Sophomore,Always
43964,24,Stat,Rarely,82,Sophomore,Always
43965,21,Polsci,Always,99,Junior,Rarely
43966,40,Cs,Always,1,Freshman,Rarely
43967,93,Communication,Always,80,Freshman,Always
43968,12,Communication,Rarely,42,Junior,Rarely
43969,81,Communication,Always,13,Freshman,Always
43970,21,Cs,Always,48,Junior,Rarely
43971,5,Polsci,Rarely,13,Junior,Always
43972,25,Cs,Rarely,93,Freshman,Rarely
43973,52,Communication,Rarely,42,Freshman,Rarely
43974,86,Cs,Rarely,48,Senior,Always
43975,26,Communication,Always,16,Sophomore,Always
43976,44,Communication,Always,97,Senior,Rarely
43977,91,Stat,Rarely,30,Junior,Rarely
43978,26,Cs,Always,24,Senior,Rarely
43979,17,Communication,Always,56,Senior,Always
43980,91,Communication,Rarely,74,Sophomore,Rarely
43981,66,Stat,Always,50,Sophomore,Rarely
43982,58,Stat,Rarely,74,Senior,Rarely
43983,85,Stat,Always,64,Freshman,Rarely
43984,85,Communication,Rarely,68,Sophomore,Rarely
43985,39,Communication,Rarely,21,Sophomore,Rarely
43986,54,Polsci,Rarely,96,Sophomore,Always
43987,32,Cs,Always,99,Senior,Rarely
43988,89,Communication,Always,47,Freshman,Always
43989,68,Stat,Rarely,2,Sophomore,Always
43990,50,Cs,Always,19,Senior,Always
43991,22,Stat,Always,11,Sophomore,Rarely
43992,71,Cs,Rarely,97,Freshman,Rarely
43993,89,Cs,Rarely,94,Sophomore,Always
43994,68,Polsci,Rarely,2,Freshman,Always
43995,41,Stat,Rarely,59,Sophomore,Always
43996,23,Stat,Always,88,Junior,Always
43997,9,Stat,Rarely,48,Senior,Rarely
43998,35,Cs,Always,16,Junior,Always
43999,21,Polsci,Always,2,Junior,Rarely
44000,58,Communication,Always,84,Sophomore,Always
44001,80,Stat,Rarely,97,Freshman,Rarely
44002,39,Stat,Rarely,98,Junior,Rarely
44003,36,Cs,Rarely,64,Sophomore,Always
44004,70,Stat,Always,17,Freshman,Rarely
44005,8,Cs,Rarely,7,Senior,Rarely
44006,58,Polsci,Rarely,15,Freshman,Always
44007,59,Stat,Rarely,56,Freshman,Rarely
44008,67,Stat,Rarely,39,Freshman,Rarely
44009,96,Communication,Always,14,Senior,Always
44010,8,Polsci,Always,67,Freshman,Rarely
44011,54,Polsci,Rarely,27,Senior,Rarely
44012,1,Polsci,Rarely,84,Freshman,Rarely
44013,37,Stat,Rarely,51,Freshman,Rarely
44014,59,Stat,Rarely,53,Sophomore,Rarely
44015,21,Polsci,Always,58,Junior,Rarely
44016,18,Communication,Always,70,Junior,Always
44017,10,Polsci,Rarely,50,Senior,Always
44018,63,Polsci,Rarely,35,Senior,Rarely
44019,57,Polsci,Rarely,0,Freshman,Rarely
44020,84,Polsci,Always,16,Senior,Always
44021,61,Communication,Always,32,Sophomore,Always
44022,70,Communication,Always,75,Senior,Rarely
44023,4,Stat,Always,90,Junior,Rarely
44024,64,Polsci,Always,68,Junior,Always
44025,77,Stat,Always,93,Freshman,Always
44026,30,Stat,Always,27,Sophomore,Always
44027,10,Communication,Rarely,25,Freshman,Always
44028,82,Cs,Always,30,Sophomore,Always
44029,51,Cs,Always,45,Senior,Always
44030,39,Cs,Rarely,9,Senior,Always
44031,95,Stat,Rarely,12,Freshman,Always
44032,38,Stat,Rarely,88,Freshman,Always
44033,67,Communication,Rarely,80,Junior,Rarely
44034,72,Stat,Always,0,Senior,Rarely
44035,94,Stat,Always,19,Junior,Rarely
44036,52,Communication,Rarely,14,Sophomore,Rarely
44037,49,Cs,Always,20,Sophomore,Always
44038,1,Communication,Rarely,97,Sophomore,Always
44039,43,Cs,Always,98,Sophomore,Always
44040,74,Cs,Always,61,Freshman,Always
44041,9,Cs,Always,80,Senior,Rarely
44042,80,Communication,Rarely,76,Freshman,Rarely
44043,11,Cs,Rarely,44,Freshman,Rarely
44044,60,Communication,Always,100,Senior,Always
44045,79,Communication,Rarely,9,Sophomore,Rarely
44046,65,Stat,Rarely,91,Junior,Always
44047,6,Communication,Always,71,Sophomore,Rarely
44048,50,Communication,Always,30,Junior,Rarely
44049,60,Communication,Always,33,Senior,Always
44050,99,Communication,Always,35,Senior,Rarely
44051,57,Cs,Always,76,Freshman,Always
44052,83,Stat,Always,40,Sophomore,Rarely
44053,71,Communication,Rarely,68,Sophomore,Rarely
44054,90,Stat,Always,32,Junior,Rarely
44055,96,Cs,Rarely,88,Sophomore,Always
44056,92,Polsci,Rarely,59,Freshman,Always
44057,37,Communication,Always,49,Sophomore,Rarely
44058,42,Cs,Rarely,6,Junior,Always
44059,92,Polsci,Always,47,Junior,Always
44060,62,Polsci,Rarely,16,Freshman,Rarely
44061,38,Communication,Rarely,37,Sophomore,Always
44062,53,Cs,Rarely,65,Freshman,Rarely
44063,10,Stat,Always,92,Junior,Rarely
44064,9,Stat,Rarely,67,Freshman,Always
44065,88,Polsci,Always,37,Freshman,Rarely
44066,29,Cs,Rarely,40,Senior,Rarely
44067,63,Communication,Always,71,Senior,Always
44068,51,Communication,Always,72,Junior,Always
44069,35,Stat,Rarely,77,Junior,Always
44070,42,Polsci,Always,99,Junior,Always
44071,53,Communication,Always,26,Senior,Always
44072,26,Polsci,Always,83,Senior,Rarely
44073,33,Cs,Rarely,30,Sophomore,Rarely
44074,95,Communication,Rarely,15,Senior,Rarely
44075,60,Cs,Always,92,Freshman,Always
44076,97,Stat,Rarely,23,Freshman,Rarely
44077,67,Communication,Rarely,48,Junior,Always
44078,12,Communication,Rarely,95,Senior,Always
44079,1,Stat,Rarely,100,Freshman,Rarely
44080,32,Cs,Always,34,Senior,Rarely
44081,69,Cs,Always,49,Sophomore,Rarely
44082,25,Stat,Always,28,Junior,Always
44083,18,Polsci,Rarely,86,Senior,Always
44084,63,Polsci,Rarely,87,Sophomore,Rarely
44085,76,Cs,Rarely,12,Junior,Rarely
44086,1,Polsci,Always,1,Junior,Rarely
44087,13,Stat,Always,90,Freshman,Always
44088,4,Cs,Always,57,Junior,Always
44089,83,Polsci,Rarely,44,Senior,Rarely
44090,57,Stat,Always,87,Senior,Rarely
44091,65,Communication,Rarely,38,Sophomore,Rarely
44092,45,Stat,Rarely,50,Freshman,Rarely
44093,64,Cs,Rarely,17,Senior,Always
44094,16,Cs,Always,93,Freshman,Rarely
44095,77,Polsci,Always,63,Senior,Rarely
44096,48,Communication,Rarely,51,Freshman,Always
44097,11,Communication,Rarely,62,Sophomore,Always
44098,74,Communication,Rarely,31,Freshman,Rarely
44099,78,Cs,Always,5,Freshman,Rarely
44100,45,Communication,Rarely,17,Junior,Rarely
44101,11,Stat,Rarely,64,Junior,Always
44102,28,Polsci,Rarely,6,Sophomore,Always
44103,100,Polsci,Rarely,23,Sophomore,Always
44104,91,Polsci,Rarely,31,Sophomore,Always
44105,16,Cs,Always,47,Senior,Always
44106,63,Polsci,Rarely,8,Freshman,Rarely
44107,60,Cs,Always,97,Senior,Rarely
44108,96,Polsci,Always,26,Junior,Rarely
44109,44,Stat,Always,55,Senior,Rarely
44110,83,Cs,Rarely,82,Junior,Always
44111,6,Stat,Rarely,27,Junior,Always
44112,46,Polsci,Rarely,98,Sophomore,Rarely
44113,23,Polsci,Always,2,Freshman,Always
44114,56,Communication,Rarely,35,Freshman,Rarely
44115,86,Communication,Always,63,Junior,Rarely
44116,51,Polsci,Rarely,60,Sophomore,Rarely
44117,28,Communication,Rarely,55,Senior,Rarely
44118,81,Communication,Rarely,100,Junior,Always
44119,8,Communication,Always,20,Sophomore,Always
44120,65,Cs,Rarely,51,Junior,Rarely
44121,98,Cs,Rarely,24,Sophomore,Always
44122,100,Cs,Always,72,Senior,Always
44123,12,Cs,Rarely,12,Sophomore,Rarely
44124,59,Cs,Rarely,29,Sophomore,Always
44125,9,Polsci,Rarely,21,Junior,Rarely
44126,20,Polsci,Always,7,Sophomore,Always
44127,78,Communication,Always,14,Freshman,Rarely
44128,97,Stat,Always,76,Senior,Rarely
44129,2,Stat,Always,31,Sophomore,Rarely
44130,70,Communication,Always,39,Junior,Always
44131,66,Communication,Rarely,12,Senior,Always
44132,87,Cs,Always,50,Sophomore,Rarely
44133,75,Stat,Always,93,Senior,Always
44134,33,Stat,Always,99,Senior,Always
44135,51,Stat,Always,45,Sophomore,Always
44136,85,Polsci,Always,57,Senior,Rarely
44137,42,Communication,Rarely,14,Sophomore,Rarely
44138,32,Communication,Always,44,Freshman,Rarely
44139,19,Cs,Rarely,13,Senior,Always
44140,25,Polsci,Always,37,Freshman,Always
44141,75,Communication,Always,49,Junior,Rarely
44142,97,Polsci,Rarely,30,Junior,Rarely
44143,99,Cs,Rarely,38,Junior,Always
44144,28,Cs,Rarely,12,Junior,Rarely
44145,79,Polsci,Rarely,2,Junior,Always
44146,78,Cs,Always,42,Junior,Rarely
44147,91,Stat,Always,53,Freshman,Rarely
44148,0,Cs,Always,5,Senior,Rarely
44149,90,Communication,Rarely,50,Junior,Rarely
44150,67,Cs,Always,34,Senior,Rarely
44151,85,Cs,Always,63,Senior,Always
44152,87,Cs,Always,84,Junior,Always
44153,55,Polsci,Always,41,Sophomore,Rarely
44154,52,Cs,Always,52,Senior,Always
44155,6,Stat,Rarely,39,Senior,Always
44156,8,Communication,Always,26,Senior,Always
44157,17,Stat,Always,92,Sophomore,Rarely
44158,53,Polsci,Always,1,Junior,Always
44159,91,Polsci,Rarely,55,Senior,Always
44160,6,Communication,Always,94,Junior,Rarely
44161,39,Communication,Always,97,Junior,Always
44162,12,Polsci,Always,57,Junior,Always
44163,75,Communication,Rarely,64,Freshman,Always
44164,57,Stat,Rarely,18,Junior,Rarely
44165,16,Stat,Rarely,82,Sophomore,Rarely
44166,46,Stat,Always,40,Junior,Rarely
44167,95,Cs,Rarely,10,Senior,Rarely
44168,21,Cs,Rarely,98,Sophomore,Rarely
44169,76,Stat,Always,41,Sophomore,Always
44170,64,Stat,Always,77,Senior,Rarely
44171,30,Communication,Always,67,Senior,Rarely
44172,81,Cs,Rarely,82,Sophomore,Rarely
44173,62,Stat,Rarely,47,Junior,Always
44174,33,Communication,Rarely,15,Sophomore,Always
44175,66,Cs,Rarely,3,Junior,Rarely
44176,34,Polsci,Rarely,62,Senior,Rarely
44177,17,Stat,Always,90,Freshman,Always
44178,11,Polsci,Always,11,Junior,Always
44179,46,Cs,Always,4,Sophomore,Rarely
44180,31,Communication,Rarely,3,Sophomore,Rarely
44181,39,Communication,Rarely,5,Junior,Always
44182,25,Cs,Always,1,Freshman,Rarely
44183,87,Communication,Always,13,Sophomore,Always
44184,62,Polsci,Always,42,Senior,Rarely
44185,4,Polsci,Always,2,Freshman,Rarely
44186,99,Cs,Rarely,26,Junior,Always
44187,34,Stat,Rarely,54,Sophomore,Always
44188,13,Stat,Rarely,60,Sophomore,Rarely
44189,98,Stat,Always,40,Freshman,Rarely
44190,24,Cs,Always,84,Senior,Rarely
44191,8,Stat,Always,92,Junior,Always
44192,84,Cs,Rarely,10,Junior,Rarely
44193,43,Cs,Rarely,1,Freshman,Rarely
44194,36,Stat,Rarely,31,Junior,Rarely
44195,20,Polsci,Rarely,48,Senior,Rarely
44196,59,Stat,Rarely,13,Freshman,Rarely
44197,67,Stat,Always,27,Senior,Always
44198,50,Communication,Always,67,Sophomore,Rarely
44199,71,Polsci,Rarely,76,Freshman,Rarely
44200,5,Cs,Always,57,Junior,Always
44201,30,Polsci,Rarely,69,Senior,Always
44202,41,Communication,Always,49,Freshman,Always
44203,47,Communication,Always,37,Junior,Rarely
44204,8,Stat,Always,22,Senior,Rarely
44205,97,Polsci,Rarely,70,Senior,Always
44206,32,Polsci,Rarely,41,Freshman,Always
44207,23,Communication,Always,11,Sophomore,Rarely
44208,91,Cs,Always,21,Junior,Always
44209,97,Polsci,Always,37,Sophomore,Rarely
44210,27,Polsci,Always,52,Sophomore,Rarely
44211,43,Communication,Rarely,42,Sophomore,Rarely
44212,39,Stat,Always,63,Senior,Always
44213,3,Cs,Always,3,Senior,Rarely
44214,70,Polsci,Rarely,11,Sophomore,Always
44215,48,Cs,Rarely,44,Senior,Rarely
44216,23,Stat,Rarely,23,Freshman,Rarely
44217,18,Communication,Rarely,40,Junior,Rarely
44218,31,Cs,Always,75,Sophomore,Rarely
44219,72,Stat,Rarely,89,Senior,Rarely
44220,13,Communication,Always,6,Junior,Rarely
44221,32,Stat,Always,16,Sophomore,Always
44222,36,Cs,Rarely,6,Junior,Always
44223,23,Polsci,Rarely,78,Senior,Rarely
44224,70,Cs,Always,8,Sophomore,Always
44225,43,Stat,Rarely,75,Junior,Rarely
44226,24,Communication,Rarely,13,Sophomore,Always
44227,34,Stat,Rarely,66,Freshman,Rarely
44228,40,Polsci,Always,26,Sophomore,Always
44229,71,Communication,Always,92,Junior,Rarely
44230,51,Stat,Rarely,83,Sophomore,Always
44231,55,Cs,Rarely,72,Freshman,Always
44232,99,Polsci,Rarely,51,Junior,Always
44233,40,Communication,Always,67,Junior,Always
44234,29,Polsci,Always,15,Sophomore,Always
44235,89,Cs,Rarely,83,Senior,Rarely
44236,52,Stat,Always,75,Junior,Rarely
44237,97,Communication,Rarely,84,Sophomore,Rarely
44238,15,Cs,Rarely,78,Freshman,Rarely
44239,59,Polsci,Rarely,94,Sophomore,Rarely
44240,19,Cs,Always,35,Sophomore,Rarely
44241,18,Cs,Always,74,Junior,Rarely
44242,38,Cs,Always,90,Sophomore,Always
44243,33,Stat,Rarely,22,Sophomore,Rarely
44244,40,Communication,Always,15,Freshman,Rarely
44245,24,Cs,Rarely,0,Freshman,Rarely
44246,2,Stat,Rarely,40,Sophomore,Always
44247,36,Communication,Rarely,13,Senior,Always
44248,41,Polsci,Always,31,Freshman,Rarely
44249,92,Stat,Rarely,79,Sophomore,Rarely
44250,97,Stat,Always,77,Sophomore,Always
44251,43,Stat,Always,41,Senior,Always
44252,59,Communication,Rarely,94,Freshman,Always
44253,11,Stat,Rarely,90,Sophomore,Always
44254,79,Cs,Rarely,17,Freshman,Always
44255,40,Communication,Always,79,Junior,Rarely
44256,25,Stat,Always,16,Freshman,Always
44257,61,Cs,Always,53,Freshman,Rarely
44258,44,Polsci,Always,61,Junior,Rarely
44259,69,Communication,Always,56,Junior,Rarely
44260,45,Stat,Rarely,50,Senior,Always
44261,21,Polsci,Rarely,74,Senior,Always
44262,83,Polsci,Always,26,Junior,Always
44263,77,Communication,Always,34,Sophomore,Rarely
44264,27,Cs,Rarely,68,Junior,Always
44265,21,Stat,Always,55,Senior,Always
44266,21,Communication,Always,23,Freshman,Always
44267,54,Cs,Always,95,Senior,Rarely
44268,56,Stat,Rarely,53,Junior,Rarely
44269,1,Polsci,Rarely,74,Sophomore,Rarely
44270,38,Communication,Always,70,Junior,Always
44271,20,Cs,Always,34,Junior,Rarely
44272,85,Communication,Always,10,Sophomore,Always
44273,67,Polsci,Always,71,Junior,Rarely
44274,96,Polsci,Always,41,Freshman,Rarely
44275,37,Communication,Rarely,73,Junior,Rarely
44276,43,Communication,Always,4,Senior,Rarely
44277,21,Polsci,Rarely,39,Junior,Always
44278,81,Polsci,Rarely,38,Sophomore,Always
44279,90,Communication,Rarely,63,Sophomore,Rarely
44280,62,Polsci,Always,21,Junior,Rarely
44281,0,Polsci,Rarely,2,Freshman,Always
44282,3,Stat,Rarely,77,Freshman,Rarely
44283,68,Communication,Rarely,74,Senior,Always
44284,24,Communication,Always,77,Sophomore,Always
44285,12,Polsci,Always,54,Junior,Always
44286,19,Polsci,Always,5,Senior,Always
44287,13,Polsci,Rarely,100,Senior,Rarely
44288,45,Polsci,Always,22,Junior,Always
44289,22,Communication,Always,0,Freshman,Always
44290,6,Cs,Rarely,12,Freshman,Rarely
44291,35,Cs,Always,82,Junior,Rarely
44292,95,Communication,Always,4,Junior,Always
44293,21,Polsci,Always,41,Freshman,Always
44294,79,Communication,Always,18,Senior,Rarely
44295,65,Cs,Always,0,Sophomore,Rarely
44296,47,Cs,Rarely,67,Freshman,Always
44297,89,Communication,Always,97,Freshman,Rarely
44298,99,Cs,Always,36,Freshman,Rarely
44299,24,Polsci,Rarely,74,Freshman,Rarely
44300,89,Stat,Always,26,Freshman,Rarely
44301,76,Stat,Always,61,Junior,Always
44302,88,Communication,Always,69,Freshman,Always
44303,76,Cs,Always,54,Junior,Always
44304,32,Stat,Rarely,67,Senior,Rarely
44305,44,Polsci,Rarely,36,Sophomore,Always
44306,90,Polsci,Rarely,24,Freshman,Rarely
44307,55,Stat,Always,83,Sophomore,Always
44308,22,Communication,Rarely,8,Sophomore,Rarely
44309,22,Polsci,Rarely,72,Senior,Always
44310,17,Polsci,Rarely,4,Sophomore,Always
44311,79,Polsci,Always,52,Freshman,Rarely
44312,9,Communication,Rarely,39,Freshman,Always
44313,88,Polsci,Rarely,10,Junior,Rarely
44314,34,Stat,Always,3,Freshman,Always
44315,18,Stat,Always,47,Junior,Always
44316,29,Polsci,Always,76,Junior,Always
44317,89,Communication,Always,15,Sophomore,Rarely
44318,54,Communication,Rarely,31,Senior,Always
44319,77,Polsci,Always,83,Sophomore,Always
44320,42,Polsci,Rarely,94,Junior,Always
44321,80,Cs,Always,48,Freshman,Always
44322,48,Polsci,Rarely,44,Junior,Rarely
44323,87,Cs,Always,47,Sophomore,Rarely
44324,99,Cs,Rarely,39,Junior,Rarely
44325,50,Communication,Always,89,Senior,Always
44326,92,Stat,Always,25,Senior,Always
44327,45,Cs,Rarely,46,Senior,Always
44328,90,Polsci,Always,44,Senior,Rarely
44329,99,Polsci,Always,63,Junior,Always
44330,96,Communication,Rarely,54,Senior,Always
44331,72,Cs,Always,100,Junior,Always
44332,59,Communication,Rarely,80,Freshman,Rarely
44333,86,Stat,Always,40,Senior,Rarely
44334,97,Cs,Rarely,87,Sophomore,Always
44335,52,Stat,Rarely,89,Freshman,Rarely
44336,51,Cs,Rarely,96,Senior,Always
44337,11,Polsci,Rarely,81,Junior,Rarely
44338,92,Polsci,Always,90,Freshman,Rarely
44339,23,Communication,Rarely,95,Sophomore,Always
44340,42,Polsci,Always,5,Sophomore,Always
44341,36,Stat,Always,54,Freshman,Always
44342,96,Communication,Always,63,Junior,Always
44343,73,Polsci,Always,7,Sophomore,Always
44344,45,Communication,Rarely,77,Junior,Rarely
44345,69,Stat,Rarely,77,Sophomore,Always
44346,93,Polsci,Rarely,2,Sophomore,Rarely
44347,60,Stat,Rarely,4,Freshman,Always
44348,46,Cs,Always,37,Senior,Always
44349,9,Communication,Always,89,Freshman,Rarely
44350,47,Stat,Always,71,Senior,Always
44351,1,Stat,Rarely,32,Sophomore,Rarely
44352,45,Stat,Rarely,23,Freshman,Rarely
44353,80,Stat,Rarely,15,Junior,Rarely
44354,25,Communication,Rarely,67,Junior,Rarely
44355,49,Stat,Rarely,90,Junior,Always
44356,39,Polsci,Rarely,2,Junior,Always
44357,97,Stat,Always,56,Sophomore,Always
44358,71,Communication,Rarely,62,Senior,Rarely
44359,59,Communication,Always,6,Junior,Rarely
44360,2,Communication,Rarely,77,Freshman,Rarely
44361,1,Cs,Rarely,16,Senior,Rarely
44362,32,Stat,Always,38,Freshman,Rarely
44363,24,Cs,Rarely,65,Senior,Always
44364,72,Cs,Rarely,20,Freshman,Rarely
44365,47,Stat,Rarely,33,Junior,Always
44366,2,Stat,Always,22,Junior,Rarely
44367,47,Cs,Rarely,15,Freshman,Rarely
44368,80,Cs,Rarely,11,Senior,Always
44369,39,Cs,Always,26,Junior,Rarely
44370,31,Stat,Always,93,Freshman,Rarely
