GPA,Number_Of_Professional_Connections,Earnings,Major,Graduation_Year,Height,Number_Of_Credits,Number_Of_Parking_Tickets
2.91,39,9709,Buisness,1997,71.03,125,1
2.27,68,9773,Buisness,1999,69.23,127,0
2.16,57,9784,Buisness,2001,67.84,120,0
2.26,32,9774,Buisness,2003,68.5,120,1
2.15,51,9785,Buisness,2005,67.28,120,2
2.55,33,9745,Buisness,2007,67.19,127,0
2.45,3,9755,Buisness,2009,68.36,122,0
2.38,4,9762,Buisness,2011,70.27,121,0
2.58,5,9742,Buisness,2013,66.16,121,3
1.79,1,9821,Buisness,2015,67.55,123,3
3.43,52,9657,Buisness,1961,68.45,121,0
2.34,49,9766,Buisness,1963,64.73,121,2
2.28,3,9772,Buisness,1965,68.05,126,2
2.51,12,9749,Buisness,1967,63.46,121,1
2.78,50,9722,Buisness,1969,67.45,121,0
2.32,19,9768,Buisness,1971,71.63,121,1
2.71,2,9729,Buisness,1973,66.27,123,0
3.12,10,9688,Buisness,1975,65.24,123,2
2.56,1,9744,Buisness,1977,66.83,126,2
2.56,1,9744,Buisness,1979,66.93,120,2
2.35,18,9765,Buisness,1981,68.4,120,0
1.83,17,9817,Buisness,1983,68.73,122,0
3.1,42,9690,Buisness,1985,70.29,122,3
2.5,25,9750,Buisness,1987,66.8,121,2
3.03,2,9697,Buisness,1989,66.09,122,0
1.69,1,9831,Buisness,1991,65.32,120,1
2.46,7,9754,Buisness,1993,64.89,120,0
2.52,20,9748,Buisness,1995,69.23,122,5
2.87,36,9713,Buisness,1997,68.54,128,2
2.24,11,9776,Buisness,1999,68.44,121,3
3.03,17,9697,Buisness,2001,68.26,122,1
2.18,3,9782,Buisness,2003,69.71,121,1
2.5,4,9750,Buisness,2005,70.08,123,0
3.04,77,9696,Buisness,2007,68.31,124,1
1.49,1,9851,Buisness,2009,67.08,121,2
3.24,25,9676,Buisness,2011,69.28,127,0
2.52,21,9748,Buisness,2013,69.14,120,0
2.31,3,9769,Buisness,2015,71.37,122,1
3.55,8,9645,Buisness,1961,71.46,123,1
2.31,12,9769,Buisness,1963,71.05,121,0
2.37,1,9763,Buisness,1965,69.56,122,2
2.68,0,9732,Buisness,1967,68.85,124,3
2.91,17,9709,Buisness,1969,68.1,121,1
2.72,11,9728,Buisness,1971,69.79,124,1
2.22,51,9778,Buisness,1973,69,124,1
1.74,7,9826,Buisness,1975,65.67,120,1
2.67,10,9733,Buisness,1977,66.96,120,0
2.52,7,9748,Buisness,1979,68.88,122,2
2.58,5,9742,Buisness,1981,68.02,123,1
2.52,20,9748,Buisness,1983,66.39,120,0
2.63,49,9737,Buisness,1985,67.24,129,2
1.7,0,9830,Buisness,1987,65.73,120,1
2.45,8,9755,Buisness,1989,64.34,122,0
2.71,32,9729,Buisness,1991,71.56,125,2
2.66,3,9734,Buisness,1993,68.22,121,1
2.46,62,9754,Buisness,1995,65.6,120,4
2.74,27,9726,Buisness,1997,66.86,122,3
1.95,9,9805,Buisness,1999,67.91,123,0
1.77,27,9823,Buisness,2001,67.48,121,0
2.88,47,9712,Buisness,2003,70.79,121,1
3.05,77,9695,Buisness,2005,67.98,123,2
1.47,3,9853,Buisness,2007,69.52,124,0
2.68,12,5179.41,Other,1964,65.5,121,1
2.49,16,5256.17,Other,1973,67.68,120,3
2.19,44,6948.18,Other,1977,68.15,123,1
2.48,29,5852.91,Other,1995,68.53,121,1
2.37,2,5011.63,Other,1993,69.19,121,0
2.71,11,5122.13,Other,2012,66.57,127,1
2.17,6,5051.43,Other,1983,68.95,122,0
3.4,37,6358.73,Other,1969,65.31,122,0
2.77,12,5117.21,Other,2014,68.17,121,0
2.18,76,10764.69,Other,1989,70.31,123,0
2.81,28,5766.61,Other,2011,67.94,121,0
2.6,72,10184.52,Other,1983,69.97,122,0
3.26,15,5231.67,Other,1997,68.04,121,0
2.46,59,8476.75,Other,1993,68.79,120,2
3.13,29,5831.26,Other,1962,68.52,120,0
2.23,31,5932.11,Other,1963,67.97,123,4
3.05,33,6092.84,Other,2014,70.09,123,2
2.69,20,5418.46,Other,1965,67.44,121,0
2.09,31,5960.28,Other,1998,66.26,121,0
2.27,22,5492.55,Other,1984,68.49,120,0
2.67,28,5778.36,Other,1972,71.68,123,1
2.05,12,5146.43,Other,1971,70.3,120,2
3.05,15,5210.7,Other,1983,67.08,121,1
1.73,44,6932.18,Other,2002,65.34,121,4
3.13,5,5010.99,Other,1971,65.54,121,0
1.56,10,5106.32,Other,1966,66.67,122,1
3.49,2,5005.24,Other,1981,68.09,121,1
2.99,30,5896.73,Other,1986,65.05,122,0
3.1,87,12591.06,Other,1995,72.12,122,0
2.36,56,8130.4,Other,1985,67.89,125,2
2.18,24,5565.61,Other,1979,67.68,121,0
1.82,14,5185.76,Other,2012,68.45,121,3
2.15,2,5019.1,Other,1981,68.23,125,2
2.87,10,5093.19,Other,1963,68.85,123,2
2.78,12,5159.61,Other,2009,68.3,121,0
2.34,9,5086.96,Other,1984,70.67,124,0
1.98,50,7507.46,Other,1987,68.03,120,1
2.2,2,5000.61,Other,2013,69.71,120,0
2.07,30,5872.94,Other,2002,64.85,121,0
2.12,39,6527.75,Other,2015,68.32,121,2
1.67,19,5358.1,Other,1982,62.24,120,1
2.57,5,5034.36,Other,1961,69.75,122,0
2.58,12,5144.62,Other,2009,67.23,120,1
2.92,0,5000,Other,1981,69.07,125,0
2,33,6103.8,Other,2014,64.64,121,1
1.81,30,5910.4,Other,2014,66.1,124,1
2.8,26,5674.16,Other,1966,68.32,123,2
2.43,2,5007.58,Other,1981,65.89,121,1
2.3,32,6023.07,Other,1981,69.83,120,2
2.32,5,5017.23,Other,1997,71.93,123,1
2.6,10,5099.09,Other,1975,66.1,122,1
2.93,12,5152.4,Other,1977,70.13,123,4
2.22,22,5480.43,Other,1999,70.03,121,0
1.81,20,5388.75,Other,1988,67.31,122,0
2.98,97,14405.85,Other,1961,63.29,122,1
2.59,2,5010.13,Other,1994,70.24,121,0
3.42,10,5106.01,Other,1963,67.73,120,0
3.33,75,10631.51,Other,1963,66.27,123,2
2.08,7,5041.6,Other,1997,70.65,124,0
2.24,6,5042.39,Other,1994,70.74,120,1
2.58,3,4986.79,Other,1973,67.18,120,1
1.45,8,5056.71,Other,2005,65.08,120,0
3.53,9,5077.12,Other,1994,67.64,120,1
2.13,7,5052.11,Other,1973,71.5,120,1
2.59,6,5042.41,Other,2012,64.65,120,0
2.59,98,14600.54,Other,1982,66.41,120,1
2.86,7,5036.87,Other,2009,70.29,123,1
2.21,55,8036.64,Other,1995,69.82,121,1
2.1,20,5409.28,Other,2010,68.65,122,1
2.35,23,5529.65,Other,2002,66.07,123,2
1.59,29,5854.24,Other,2000,70.17,123,1
3.02,29,5838.7,Other,1961,67.12,124,2
2.61,33,6077.37,Other,2010,69.62,124,0
2.71,20,5387.85,Other,1990,68.21,122,0
2.46,14,5193.01,Other,2014,69.43,120,1
2.9,13,5180.95,Other,1962,63.2,121,0
2.69,34,6150.94,Other,2010,66.59,121,1
2.09,3,4995.96,Other,2008,64.31,121,2
1.96,6,5032.42,Other,1965,67.88,126,0
2.76,31,5968.62,Other,2004,68.01,123,2
1.98,8,5063.86,Other,1979,67.33,121,1
2.75,37,6363.36,Other,1989,68.47,121,3
1.85,18,5333.19,Other,1978,68.84,120,0
2.42,27,5735.99,Other,1992,70.14,121,2
3.05,3,4990.51,Other,1988,67.71,120,2
2.09,10,5084.67,Other,1993,65.55,124,1
2.59,1,5015.29,Other,1973,65.79,123,2
1.9,104,15816.52,Other,2001,71.23,120,1
3.04,1,4999.5,Other,1967,68.43,122,1
3.08,19,5354.56,Other,2012,67.4,120,1
3.47,3,5030.64,Other,1964,65.13,121,2
2.89,21,5447.01,Other,2015,68.22,124,0
2.13,7,5046.65,Other,1971,69.58,123,0
2.69,3,5007.65,Other,1988,68.26,121,1
2.79,5,5046.16,Other,1983,67.55,121,2
2.2,1,5001.17,Other,1995,66.04,122,1
2.3,4,5015.64,Other,2002,69.09,120,4
2.86,1,5005.44,Other,1987,69.1,121,1
3.18,43,6844.98,Other,1974,65.03,120,1
2.8,51,7592.24,Other,1988,69.39,125,1
3.2,2,4999.31,Other,2003,67.81,123,0
2.71,30,5905.86,Other,1965,66.35,120,6
2.47,18,5327.75,Other,1968,70.71,122,3
1.98,14,5181.45,Other,1978,65.33,120,1
2.21,5,5027.12,Other,1965,65.35,122,0
2.86,2,4994.12,Other,1980,69.25,123,0
2.48,28,5786.13,Other,2001,71.74,120,0
2.82,9,5084.38,Other,2000,68.32,120,1
2.78,28,5806.96,Other,1970,67.73,130,1
1.93,8,5064.31,Other,1967,68.03,120,0
3.14,13,5171.68,Other,1977,66.9,121,0
2.41,40,6615.58,Other,1985,68.75,121,2
2.55,7,5048.97,Other,1966,68.7,122,0
3.02,78,11062.86,Other,2010,70.81,123,1
2.82,1,5002.44,Other,2008,68.94,126,1
2.08,13,5168.05,Other,1974,67.33,121,1
2.39,12,5145.24,Other,1990,67.19,121,1
2.41,6,5037.5,Other,1977,66.71,122,1
2.65,29,5837.93,Other,2010,66.59,121,4
3.06,60,8607.36,Other,2011,67.21,124,1
3.02,13,5163.52,Other,1974,65.94,126,0
3.14,53,7803.96,Other,2015,69.06,123,1
2.81,37,6372.82,Other,2004,65.8,120,0
2.3,8,5068.16,Other,1995,68.11,121,3
3.27,1,5003.79,Other,1980,65.87,128,0
1.77,21,5433.47,Other,2006,66.89,120,1
2.38,17,5277.83,Other,2012,68.67,121,1
2.15,1,5014.97,Other,2008,69.74,123,1
2.77,17,5290.95,Other,1963,68.12,122,5
1.87,3,5002.03,Other,1994,68.23,121,2
2.63,10,5097.55,Other,1978,72.9,120,0
2.47,18,5337.71,Other,1979,67.8,121,1
3.12,64,9087.68,Other,1983,69.17,121,2
2.55,4,5025.48,Other,1993,69.6,121,1
2.69,15,5222.96,Other,1997,66.57,122,1
1.23,47,7198.32,Other,1969,65.07,121,1
2.84,64,9083.61,Other,1966,68.9,120,0
1.87,53,7817.83,Other,1990,67,121,1
2.96,15,5236.7,Other,1989,65.36,122,0
2.55,2,4997.64,Other,1997,66.75,120,0
1.7,1,4997.39,Other,1989,66.52,123,1
1.25,2,5029.11,Other,1962,64.26,121,0
2.59,49,7402.67,Other,1976,65.27,122,1
1.56,62,8843.92,Other,1967,71.55,120,1
2.24,7,5039.03,Other,1966,70.11,120,0
2.26,13,5150.85,Other,2001,68.63,121,0
2.39,73,10321.5,Other,1963,65.72,123,0
3.08,48,7294.6,Other,2000,66.94,122,1
3.27,13,5160.14,Other,1977,69.09,122,1
2.47,34,6151.32,Other,1977,67.75,123,0
2.46,52,7697.04,Other,2004,70.8,120,0
2.97,35,6223.59,Other,2003,67.66,123,0
1.63,16,5258.9,Other,1972,69.19,124,0
2.73,3,5011.24,Other,1965,70.5,121,0
2.98,15,5219.81,Other,1985,69.29,125,1
3.31,20,5416.22,Other,1997,66.2,120,1
2.8,11,5127.57,Other,2001,67.06,120,1
2.32,48,7301.95,Other,2006,62.7,121,1
2.27,13,5165.07,Other,1987,66.79,120,2
1.98,17,5288.56,Other,1998,66.55,125,0
2.31,10,5104.41,Other,1981,67.84,127,0
2.82,4,5003.59,Other,1997,65.55,120,1
2.49,8,5062.36,Other,1981,70.84,121,1
3.42,19,5343.59,Other,1987,67.18,121,0
2.49,1,5003.56,Other,1966,64.21,120,2
2.9,67,9473.42,Other,1986,67.1,121,1
2.56,57,8244.16,Other,1964,66.07,121,0
2.51,15,5209.08,Other,1991,66.78,121,0
2.4,5,5046.74,Other,1996,69.03,122,0
3,1,4997.89,Other,1966,70.83,122,3
2.51,1,5005.56,Other,1975,67.08,120,2
2.28,9,5075.45,Other,2006,66.54,122,4
2.54,51,7610.51,Other,2012,66.43,120,1
2.33,0,5000.55,Other,1998,68.93,124,2
2.11,43,6852.43,Other,2015,66.04,120,1
2.09,31,5962.02,Other,1962,68.06,121,0
2.41,13,5166.69,Other,1990,70.86,130,0
2.43,44,6945.22,Other,1968,64.2,120,0
2.71,4,5016.53,Other,1984,70.69,126,1
1.68,1,5009.82,Other,2002,72.69,121,0
2.58,141,24879.14,Other,1989,70.1,120,1
2.17,36,6295.31,Other,1970,68.41,122,0
1.58,11,5115.99,Other,2011,67.25,121,3
2.19,71,10027.32,Other,1997,66.82,126,1
2.12,19,5363.19,Other,1974,67.62,126,1
2.99,3,5023.35,Other,2003,68.24,123,0
2.9,125,20615.01,Other,1968,67.48,126,0
2.41,9,5076.14,Other,1999,66.21,122,2
2.8,59,8492.38,Other,1963,66.97,126,2
2.28,11,5107.26,Other,1969,63.78,127,2
2.7,2,5002.07,Other,1990,67.5,120,0
3.86,6,5032.54,Other,1992,66.27,121,0
2.55,7,5043.82,Other,1963,66.65,120,1
1.96,5,5030.87,Other,1996,68.27,123,1
2.65,16,5250.29,Other,1967,70.84,121,3
1.87,7,5028.09,Other,1961,69.83,122,0
2.74,4,5011,Other,1968,66.3,124,1
2.4,1,4991.46,Other,2014,69.21,122,0
2.77,4,5022.78,Other,1967,64.19,123,0
3.25,18,5319.33,Other,2007,65.44,122,3
1.93,10,5094.45,Other,1969,68.19,121,1
1.55,17,5289.51,Other,1974,70.24,120,3
2.84,3,5021.29,Other,1979,67.19,121,0
2.96,6,5031.86,Other,1974,65.25,120,1
2.46,3,5007.74,Other,1964,70.42,120,1
2.98,35,6209.11,Other,2015,70.29,127,0
2.77,60,8613.1,Other,1974,66.22,122,2
2.12,27,5738.16,Other,1992,71.4,120,0
2.26,70,9906.8,Other,2013,67.95,126,1
1.7,10,5102.27,Other,1965,70.41,121,1
2.48,15,5237.19,Other,1968,70.09,122,0
3.02,9,5079.08,Other,1994,67.55,122,0
2.64,26,5675.75,Other,1993,67.6,120,2
2.73,6,5031.78,Other,1994,68.25,122,2
2.19,11,5137.07,Other,1996,72.57,121,1
2.25,11,5096.12,Other,1995,68.42,122,1
2.57,8,5059.02,Other,1978,65.81,122,1
3.27,8,5064.17,Other,1962,67.06,121,2
3.06,22,5483.17,Other,2004,71.55,120,1
3.03,1,5002.94,Other,1989,66.39,122,0
2.55,14,5207.32,Other,2009,67.11,128,2
2.16,4,5019.55,Other,2014,68.33,123,3
2.83,5,5036.82,Other,1983,68.2,123,2
2.06,63,8974.31,Other,1987,69.59,121,1
3.74,40,6597.77,Other,2010,67.43,120,0
2.98,18,5326.76,Other,2013,67.33,120,2
2.59,25,5602.63,Other,1963,67.47,128,0
2.69,43,6846.73,Other,1983,67.08,121,1
2.19,28,5807.12,Other,1984,65.38,129,0
1.92,4,5015.58,Other,1966,65.41,122,2
2.08,19,5375.25,Other,2005,67.09,121,1
2.63,23,5542.97,Other,2003,68.03,122,1
2.9,51,7606.44,Other,1999,66.72,121,0
2.03,27,5728.58,Other,1999,68.83,122,4
1.8,0,5007.09,Other,1996,70.61,123,0
2.74,2,5017.43,Other,1990,70.07,120,1
2.6,34,6146.81,Other,1976,65.83,125,5
2.59,3,5000.12,Other,2001,71.42,123,1
2.01,4,5006.94,Other,2004,67.95,121,0
2.45,1,5004.1,Other,1994,69.48,121,0
2.82,67,9500.26,Other,1974,67.72,121,0
2.33,18,5330.36,Other,1969,65.84,124,0
2.56,1,4999.82,Other,1972,69.48,120,1
2.81,1,5002.2,Other,1998,68.48,121,2
2.42,19,5346.32,Other,1975,69.36,120,0
0.88,18,5304.27,Other,1979,70.78,121,0
2.69,0,5003.65,Other,1999,67.32,120,0
2.61,95,14025.54,Other,1977,69.71,121,1
2.64,7,5031.62,Other,2005,68.78,120,0
2.47,42,6762.08,Other,1970,68.63,121,0
2.61,11,5135.74,Other,1986,70.03,121,1
2.33,28,5775.66,Other,2000,69.63,121,0
2,9,5095.54,Other,1997,64.01,129,2
2.11,10,5103.54,Other,1972,70.26,122,0
1.63,22,5496.65,Other,1983,61.52,120,0
2.33,17,5297.13,Other,1983,67.61,120,1
2.65,9,5069.93,Other,2015,69.18,121,1
2.88,24,5575.56,Other,1990,66.31,121,2
2.64,0,5008.25,Other,1970,67.82,123,1
3.03,66,9344.76,Other,2013,69.01,123,1
2.82,12,5142.16,Other,1992,68.31,121,0
2.06,48,7312.26,Other,1971,69.42,125,1
1.98,9,5088.12,Other,1966,68.07,121,1
1.44,6,5017.56,Other,1977,67.27,123,2
2.32,39,6536.8,Other,1987,68.9,122,0
1.84,12,5135.17,Other,1995,71.18,121,0
2.31,50,7489.26,Other,1985,68.07,121,4
3.04,23,5533.87,Other,2012,68.37,120,0
2.97,24,5580.18,Other,1983,65.24,121,1
2.52,3,5019.33,Other,1979,68.71,126,1
2.12,13,5186.8,Other,1974,70.88,121,0
2.22,2,5023.24,Other,1988,66.43,123,0
3.15,11,5122.45,Other,1961,65.3,121,0
2.86,1,5001.2,Other,1965,65.9,122,1
3.2,3,5009.63,Other,1999,65.67,123,1
2.61,15,5221.22,Other,1971,66.61,124,2
2.36,42,6763.57,Other,1975,62.07,120,0
2.15,56,8128.97,Other,1975,69.1,121,3
2.72,9,5099.07,Other,2000,66.65,122,0
1.8,16,5252.64,Other,1980,71.13,120,0
2.87,2,4992.27,Other,1985,69.78,121,0
2.14,25,5628.52,Other,1969,67.24,121,2
2.31,10,5093.03,Other,1970,69.68,128,0
2.13,7,5053.94,Other,1992,67.28,121,1
3.15,0,5002.97,Other,1983,68.03,125,1
2.65,32,6020.33,Other,2007,68.67,120,0
1.88,5,5041.42,Other,1983,69.15,122,1
1.95,76,10759.43,Other,1975,67.56,121,0
3.6,5,5024.16,Other,1972,69.8,121,1
3.18,11,5134.44,Other,2011,69.97,120,1
2.68,5,5035.61,Other,1997,68.88,121,0
3.82,53,7823.61,Other,1986,68.48,120,0
2.2,12,5134.86,Other,1994,67.99,121,0
1.44,42,6783.61,Other,1968,67.73,124,1
2.51,23,5534.99,Other,1976,66.8,121,0
2.48,18,5316.46,Other,1986,70.72,120,0
2.16,25,5635.19,Other,2013,68.21,121,0
2.79,10,5089.41,Other,2013,69.9,123,1
2.55,6,5035.94,Other,1998,65.35,128,0
2.08,6,5048.62,Other,2001,64.98,122,2
2.36,32,6031.51,Other,1993,67.08,121,0
2.65,1,4998.38,Other,1967,64.96,124,1
2.75,2,5003.55,Other,1961,69.42,121,0
3.44,20,5387.4,Other,1994,70.75,122,1
3.03,2,4997.84,Other,1974,70.29,126,0
2.9,6,5028.78,Other,1981,69.3,123,1
2.23,64,9104.19,Other,1961,68.49,122,1
2.81,10,5099.2,Other,1985,70.06,123,1
2.96,36,6300.07,Other,1988,65.51,120,3
2.49,24,5573.35,Other,1970,67.01,121,1
2.5,18,5322.4,Other,1977,65.78,122,1
2.64,30,5902.86,Other,1979,67.16,121,1
2.67,5,5035.81,Other,1968,67.23,122,1
3.04,2,5013.14,Other,1995,72.3,121,0
2.9,19,5350.91,Other,2015,67.61,121,0
1.91,50,7503.41,Other,1961,66.64,122,1
2.22,13,5164.86,Other,1996,67.36,122,1
2.27,9,5077.82,Other,2009,69.22,122,2
2.4,25,5642,Other,2001,67.61,122,3
2.2,16,5246.17,Other,2005,66.98,121,0
1.94,4,4999.53,Other,2000,67.23,120,5
3.35,10,5092.54,Other,1981,69.69,122,0
3.07,27,5729.41,Other,1970,67.19,122,1
2.66,39,6511.01,Other,1971,68.8,121,1
2.94,33,6082.76,Other,1997,67.57,120,1
2.29,59,8478.85,Other,1971,66.95,120,0
2.77,7,5058.99,Other,2005,64.36,122,0
3.05,0,4997.77,Other,1988,66.62,122,2
1.89,44,6937.97,Other,2011,64.75,124,1
2.37,7,5043.33,Other,2007,67.57,121,1
1.78,10,5118.31,Other,1967,67.81,122,4
3.33,7,5051.6,Other,1980,67.6,121,1
2.35,9,5059.79,Other,2004,68.22,126,4
2.63,89,12945.78,Other,2000,68.3,122,0
2.5,5,5015.8,Other,1993,68.42,121,0
2.04,37,6375.22,Other,1970,67.4,121,3
2.94,15,5232.88,Other,1994,67.49,121,2
1.93,1,5003.18,Other,1978,69.28,121,2
3.32,5,5029.28,Other,1966,72.34,122,2
3.03,51,7610.45,Other,1984,65.35,121,1
1.87,0,5007.28,Other,2015,69.06,123,2
2.03,38,6464.13,Other,1999,65.33,125,1
2.47,28,5792.45,Other,1961,65.88,124,0
2.12,4,5020.56,Other,2004,64.3,121,3
2.09,13,5160.64,Other,2000,68.45,120,2
1.63,50,7502.74,Other,1989,65.4,121,1
2.79,8,5087.92,Other,1978,67.84,126,0
2.16,26,5656.75,Other,2001,67.54,121,0
3.37,25,5625.56,Other,1988,68.48,127,2
2.41,3,5009.19,Other,1964,66.11,121,0
2.74,10,5110.05,Other,1962,71.05,120,2
2.34,6,5024.7,Other,2002,65.74,121,1
2.32,15,5232.2,Other,1999,68.33,126,0
2.12,18,5336.11,Other,1973,68.18,126,0
2.36,44,6927.28,Other,1981,68.08,122,2
2.25,0,4989.04,Other,1973,65.94,124,2
1.97,11,5147.8,Other,1970,68.19,124,1
2.82,5,5023.73,Other,1979,67.94,125,1
3.02,9,5078.36,Other,2000,71.15,124,0
2.01,7,5048.81,Other,1974,67.02,121,2
2.5,9,5070.59,Other,1974,68.85,121,2
1.99,2,5002.78,Other,2012,64.88,123,0
2.61,9,5090.69,Other,1966,66.05,127,5
2.46,9,5066.43,Other,1994,67.8,121,0
2.73,1,5012.56,Other,1961,70.97,125,0
2.67,19,5355.64,Other,2008,67.68,121,0
2,1,4997.7,Other,1981,67.53,122,0
2.44,21,5445.74,Other,2015,66.98,127,0
1.98,14,5216.82,Other,1971,69.95,121,1
2.62,13,5181.44,Other,1984,66.26,120,1
2.77,52,7700.84,Other,1988,69.25,124,0
2.87,2,4998.33,Other,2011,68.08,121,0
2.16,7,5052.49,Other,2011,65.62,124,0
2.57,2,5007.45,Other,1995,67.79,121,1
2.49,26,5684.29,Other,1992,65.6,120,1
2.03,25,5632.15,Other,2000,68.12,122,1
2.81,27,5733.85,Other,1979,73.38,121,0
2.37,57,8243.9,Other,2015,67.68,126,0
3.01,1,5013.41,Other,1981,67.74,125,2
2.17,8,5062.6,Other,1979,65.68,121,1
3.12,5,5007.51,Other,1981,67.74,122,1
2.2,2,5011.93,Other,1961,65.01,120,0
2.38,13,5156.78,Other,1970,65.81,122,0
2.62,10,5102.78,Other,1968,69.97,121,0
2.3,4,5029.23,Other,1991,67.79,124,0
2.59,14,5172.26,Other,2009,69.05,120,2
2.67,2,4995.13,Other,2006,67.22,120,0
2.51,32,6020.69,Other,1993,67.91,121,1
2.11,10,5111.65,Other,1975,68.31,121,2
1.81,28,5785.41,Other,1974,68.86,124,0
2.86,12,5145.48,Other,1978,69.87,122,0
2.15,30,5907.15,Other,2005,69.51,121,2
2.48,16,5260.87,Other,1976,67.03,122,0
2.36,15,5215.39,Other,1966,67.86,120,3
2.4,27,5717.94,Other,2002,67.04,122,4
2.69,9,5077.84,Other,2000,69.73,121,3
2.27,14,5199.55,Other,2000,66.92,120,1
2.26,34,6159.96,Other,1963,67.72,122,0
1.98,1,5021.01,Other,1982,66.23,120,2
2.4,13,5170.47,Other,2010,67.74,124,0
2,29,5835.9,Other,1978,69.53,120,1
2.43,10,5114.4,Other,1973,69.23,121,3
2.31,1,5005.69,Other,1976,69.04,123,0
2.57,3,4998.03,Other,1975,68.61,124,0
3.44,19,5373.38,Other,1975,69.73,120,1
2.4,7,5031.72,Other,2015,68.53,121,5
3.04,31,5952.49,Other,1972,66.95,122,0
2.25,24,5573.45,Other,2015,67,123,1
2.15,17,5274.57,Other,2015,64.63,122,0
2.53,19,5350.13,Other,1990,71.05,126,0
1.91,11,5126.46,Other,2013,66.66,127,1
2.98,9,5061.99,Other,2014,69.11,121,3
2.89,33,6099.94,Other,2005,66.63,120,0
2.29,49,7392.54,Other,2012,60.08,124,1
2.96,7,5049.08,Other,1983,67.43,121,1
3.23,20,5383.18,Other,1985,68.34,122,2
2.03,4,5012.53,Other,2004,66.02,121,0
1.69,1,4997.05,Other,1980,66.98,121,1
2.97,10,5116.96,Other,2010,69.27,120,2
2.67,9,5093.53,Other,1983,68.53,123,0
3.14,2,5001.88,Other,1989,65.87,122,2
2.06,52,7695.49,Other,1967,67.61,121,0
2.37,26,5685.48,Other,1970,68.28,121,2
2.46,12,5161.69,Other,2006,66.04,120,1
3.04,41,6682.77,Other,2006,68.01,124,2
2.45,48,7297.33,Other,2000,66.22,124,0
2.09,48,7304.71,Other,2002,69.59,122,1
2.58,7,5063.94,Other,1993,69.79,124,0
2.26,7,5065.12,Other,1981,69.88,124,0
2.24,11,5120.2,Other,1983,70.23,125,0
3.43,16,5264.84,Other,1979,67.6,124,0
2.35,21,5447.8,Other,1967,66.77,122,5
3.23,12,5147.94,Other,1975,68.02,121,1
2.4,2,5003.29,Other,1997,70.39,120,0
2.37,7,5049.7,Other,2009,67.74,121,1
3.03,65,9209.93,Other,2013,67.13,126,0
2.74,19,5368.62,Other,2008,69.4,122,0
2.97,35,6215.22,Other,1977,69.3,122,0
2.1,15,5202.96,Other,2004,67.8,123,0
2.12,2,5012.92,Other,1981,66.86,121,0
2.36,2,5012,Other,1993,68.93,122,0
1.52,27,5732.48,Other,1964,65.92,124,6
1.98,2,5010.81,Other,1995,65.88,127,0
2.17,13,5167.92,Other,1987,70.26,130,1
1.94,11,5108.2,Other,1989,65.09,120,2
2.93,3,5005.64,Other,1986,67.94,121,3
2.49,21,5442.31,Other,2008,70.2,121,1
2.42,2,5015.15,Other,2014,70.61,122,0
2.76,29,5832.27,Other,1987,66.37,122,0
2.32,18,5320.56,Other,1964,65.13,122,1
2.32,34,6173.91,Other,1981,66.88,122,1
2.18,25,5619.82,Other,1978,65.91,121,0
1.57,4,5022.95,Other,1971,66.9,121,2
2.97,103,15597.35,Other,2008,67.79,124,0
2.53,28,5805.38,Other,1989,70.45,122,2
2.24,28,5790.89,Other,1991,70.16,122,0
2.02,34,6151,Other,1988,71.11,124,0
2.84,16,5261.63,Other,2010,67.32,120,1
2.99,8,5056.91,Other,1976,67.29,123,1
1.8,6,5020.06,Other,1996,66.71,123,2
2.78,22,5482.23,Other,1994,70,121,2
1.53,6,5034.89,Other,2002,65.54,123,1
2.37,1,4991.73,Other,1968,69.23,124,1
2.78,39,6527.45,Other,1964,68.98,122,2
2.71,8,5078.93,Other,1996,71.24,122,0
2.59,72,10185.48,Other,1990,66.57,120,2
2.63,1,5005.09,Other,1999,67.5,122,0
2.76,45,7027.5,Other,1981,67.77,121,1
2.92,18,5331.97,Other,2001,67.29,122,1
2.98,9,5079.2,Other,1991,68.31,124,0
2.51,8,5068.84,Other,1989,67.3,124,0
2.63,18,5334.29,Other,1991,70.63,120,0
3,4,5012.01,Other,1979,68.1,121,1
2.28,7,5043.7,Other,1988,66.43,121,0
2.45,22,5475.85,Other,1989,64.07,121,0
2.95,3,4998.73,Other,2005,68.1,122,1
2.43,1,5008.35,Other,2010,65.94,120,0
2.85,0,4998.3,Other,1989,69.59,124,1
2.69,4,5000.69,Other,2002,70.16,121,0
3.51,32,6028.53,Other,1994,68.7,120,1
2.57,39,6519.04,Other,1964,67.56,123,0
2.39,20,5398.19,Other,1967,67.84,121,0
2.59,7,5039.37,Other,1962,68.67,121,1
2.81,24,5579.73,Other,1964,69.73,123,4
3.05,6,5032.24,Other,1962,68.55,120,0
3.45,23,5521.19,Other,1979,68.86,120,1
2.27,4,5023.86,Other,1961,69.12,121,0
1.85,3,5025.12,Other,1986,68.18,123,1
2.32,50,7496.53,Other,1976,63.97,121,0
2.6,0,4997.61,Other,2011,68.22,122,0
2.41,52,7698.12,Other,2006,69.01,124,1
3.32,97,14421.84,Other,1974,68.71,124,0
2.03,32,6018.77,Other,2001,69.58,121,1
2.66,5,5019,Other,1980,70.32,122,0
2.19,5,5033.87,Other,1985,70.51,120,0
2.34,50,7505.57,Other,1962,70.18,123,0
