AGE,STATUS,EDUCATION,YEARS,PROFESSION,NATIVE
49,Local-gov,Masters,14,Prof-specialty,United-States
49,Local-gov,Masters,14,Prof-specialty,United-States
49,Local-gov,Assoc-acdm,12,Adm-clerical,United-States
49,Self-emp-not-inc,Bachelors,13,Sales,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,Private,Assoc-acdm,12,Prof-specialty,United-States
49,Self-emp-inc,Prof-school,15,Prof-specialty,United-States
49,Private,Some-college,10,Other-service,United-States
49,Private,Some-college,10,Adm-clerical,United-States
49,NA,7th-8th,4,NA,United-States
49,Private,Bachelors,13,Other-service,Philippines
49,Private,Masters,14,Prof-specialty,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,Private,Assoc-voc,11,Tech-support,United-States
49,Private,HS-grad,9,Sales,United-States
49,Local-gov,11th,7,Handlers-cleaners,United-States
49,State-gov,Bachelors,13,Prof-specialty,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,State-gov,Some-college,10,Prof-specialty,United-States
49,Private,Some-college,10,Adm-clerical,United-States
49,Private,HS-grad,9,Sales,United-States
49,State-gov,Assoc-voc,11,Adm-clerical,United-States
49,Private,HS-grad,9,Prof-specialty,United-States
49,State-gov,Bachelors,13,Exec-managerial,United-States
49,Private,Masters,14,Sales,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Local-gov,Bachelors,13,Prof-specialty,United-States
49,Private,Masters,14,Sales,United-States
49,State-gov,HS-grad,9,Handlers-cleaners,United-States
49,Self-emp-not-inc,7th-8th,4,Sales,United-States
49,Private,12th,8,Craft-repair,United-States
49,Self-emp-inc,Prof-school,15,Prof-specialty,United-States
49,Private,HS-grad,9,Farming-fishing,United-States
49,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
49,Private,Bachelors,13,Sales,United-States
49,Private,Assoc-acdm,12,Adm-clerical,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,Private,Bachelors,13,Prof-specialty,United-States
49,Private,HS-grad,9,Protective-serv,United-States
49,Private,Some-college,10,Prof-specialty,United-States
49,Self-emp-not-inc,7th-8th,4,Other-service,Italy
49,Private,5th-6th,3,Other-service,Greece
49,Federal-gov,HS-grad,9,Craft-repair,United-States
49,Private,7th-8th,4,Craft-repair,United-States
49,Private,11th,7,Sales,United-States
49,Private,Some-college,10,Other-service,United-States
49,Private,HS-grad,9,Other-service,United-States
49,Private,7th-8th,4,Machine-op-inspct,Laos
49,Private,Some-college,10,Farming-fishing,United-States
49,Private,Masters,14,Sales,United-States
49,Private,Some-college,10,Craft-repair,United-States
49,Private,HS-grad,9,Transport-moving,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,State-gov,HS-grad,9,Craft-repair,Portugal
49,Self-emp-not-inc,Assoc-acdm,12,Craft-repair,Columbia
49,Private,HS-grad,9,Farming-fishing,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Private,Some-college,10,Prof-specialty,United-States
49,Self-emp-not-inc,9th,5,Craft-repair,Canada
49,Private,HS-grad,9,Craft-repair,United-States
49,Local-gov,Bachelors,13,Prof-specialty,United-States
49,NA,HS-grad,9,NA,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,Self-emp-not-inc,10th,6,Craft-repair,United-States
49,Private,10th,6,Machine-op-inspct,United-States
49,Self-emp-inc,HS-grad,9,Exec-managerial,United-States
49,Self-emp-not-inc,Some-college,10,Sales,United-States
49,Self-emp-inc,Bachelors,13,Exec-managerial,United-States
49,Private,Some-college,10,Other-service,United-States
49,Federal-gov,Assoc-voc,11,Craft-repair,United-States
49,Self-emp-not-inc,Some-college,10,Craft-repair,United-States
49,Private,7th-8th,4,Handlers-cleaners,United-States
49,Private,HS-grad,9,Transport-moving,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Private,Masters,14,Exec-managerial,United-States
49,Local-gov,Masters,14,Adm-clerical,Italy
49,Private,Some-college,10,Exec-managerial,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,Self-emp-not-inc,HS-grad,9,Exec-managerial,United-States
49,Local-gov,Masters,14,Exec-managerial,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Private,Some-college,10,Exec-managerial,United-States
49,Local-gov,Prof-school,15,Prof-specialty,United-States
49,Private,Some-college,10,Transport-moving,United-States
49,Federal-gov,Some-college,10,Exec-managerial,United-States
49,Private,Masters,14,Prof-specialty,United-States
49,Self-emp-inc,Some-college,10,Prof-specialty,United-States
49,Local-gov,HS-grad,9,Transport-moving,United-States
49,Private,HS-grad,9,Sales,United-States
49,Private,HS-grad,9,Other-service,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Self-emp-inc,Some-college,10,Sales,United-States
49,Self-emp-inc,Some-college,10,Exec-managerial,NA
49,Private,Masters,14,Exec-managerial,United-States
49,Private,7th-8th,4,Transport-moving,United-States
49,Private,Some-college,10,Exec-managerial,United-States
49,Private,Some-college,10,Exec-managerial,United-States
49,Private,Some-college,10,Exec-managerial,United-States
49,Self-emp-not-inc,Bachelors,13,Sales,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Private,Assoc-voc,11,Sales,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Self-emp-inc,Some-college,10,Sales,United-States
49,Local-gov,Assoc-voc,11,Craft-repair,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,Local-gov,Masters,14,Prof-specialty,United-States
49,Private,Bachelors,13,Transport-moving,Columbia
49,Private,Some-college,10,Adm-clerical,United-States
49,Private,Bachelors,13,Craft-repair,United-States
49,Local-gov,Masters,14,Prof-specialty,United-States
49,Self-emp-not-inc,Bachelors,13,Prof-specialty,United-States
49,Private,Masters,14,Prof-specialty,United-States
49,Private,HS-grad,9,Sales,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,Local-gov,Bachelors,13,Prof-specialty,United-States
49,Private,Some-college,10,Adm-clerical,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,NA,HS-grad,9,NA,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Private,Some-college,10,Adm-clerical,United-States
49,Private,Bachelors,13,Prof-specialty,Columbia
49,Private,HS-grad,9,Craft-repair,United-States
49,Self-emp-not-inc,Bachelors,13,Exec-managerial,Scotland
49,NA,12th,8,NA,United-States
49,Self-emp-inc,Some-college,15,Priv-house-serv,India
49,Private,Doctorate,16,Prof-specialty,United-States
49,Private,Doctorate,16,Prof-specialty,United-States
49,Private,Doctorate,16,Prof-specialty,United-States
49,Self-emp-not-inc,Doctorate,16,Prof-specialty,United-States
49,Federal-gov,Doctorate,16,Prof-specialty,United-States
49,State-gov,Doctorate,16,Prof-specialty,United-States
49,State-gov,Doctorate,16,Prof-specialty,United-States
49,Private,Doctorate,16,Prof-specialty,United-States
49,Private,Masters,15,Sales,India
49,Self-emp-not-inc,Masters,13,NA,India
49,Federal-gov,Masters,6,Armed-Forces,India
49,Private,Masters,4,Handlers-cleaners,India
49,State-gov,Assoc-voc,2,Protective-serv,India
49,NA,Doctorate,3,Machine-op-inspct,India
50,Self-emp-not-inc,Bachelors,13,Exec-managerial,United-States
50,Federal-gov,Bachelors,13,Exec-managerial,United-States
50,Private,Assoc-acdm,12,Sales,United-States
50,Private,7th-8th,4,Craft-repair,United-States
50,Self-emp-not-inc,Masters,14,Farming-fishing,United-States
50,Private,Some-college,10,Other-service,United-States
50,Private,7th-8th,4,Craft-repair,Ecuador
50,State-gov,Bachelors,13,Protective-serv,United-States
50,Private,1st-4th,2,Craft-repair,United-States
50,Private,HS-grad,9,Exec-managerial,United-States
50,Self-emp-not-inc,HS-grad,9,Exec-managerial,United-States
50,Self-emp-inc,HS-grad,9,Sales,United-States
50,Local-gov,HS-grad,9,Exec-managerial,United-States
50,NA,Masters,14,NA,United-States
50,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
50,Private,HS-grad,9,Machine-op-inspct,United-States
50,Self-emp-inc,HS-grad,9,Exec-managerial,United-States
50,Private,Bachelors,13,Prof-specialty,United-States
50,Private,11th,7,Other-service,United-States
50,State-gov,HS-grad,9,Prof-specialty,United-States
50,NA,HS-grad,9,NA,United-States
50,Private,HS-grad,9,Craft-repair,NA
50,Private,HS-grad,9,Adm-clerical,England
50,Self-emp-not-inc,Some-college,10,Craft-repair,United-States
50,Private,HS-grad,9,Adm-clerical,United-States
50,Private,HS-grad,9,Craft-repair,United-States
50,Private,HS-grad,9,Transport-moving,United-States
50,Private,HS-grad,9,Adm-clerical,United-States
50,Self-emp-inc,HS-grad,9,Craft-repair,United-States
50,Private,Assoc-voc,11,Transport-moving,United-States
50,Private,Some-college,10,Other-service,United-States
50,Private,Some-college,10,Other-service,Philippines
50,Self-emp-inc,Some-college,10,Sales,United-States
50,Private,HS-grad,9,Machine-op-inspct,United-States
50,Private,7th-8th,4,Craft-repair,United-States
50,Private,Some-college,10,Exec-managerial,United-States
50,Federal-gov,HS-grad,9,Adm-clerical,United-States
50,State-gov,Masters,14,Prof-specialty,United-States
50,NA,11th,7,NA,United-States
50,State-gov,Bachelors,13,Exec-managerial,Canada
50,Private,Masters,14,Prof-specialty,United-States
50,Private,HS-grad,9,Exec-managerial,United-States
50,Private,10th,6,Craft-repair,United-States
50,Private,11th,7,Transport-moving,United-States
50,Private,Bachelors,13,Adm-clerical,United-States
50,Private,Some-college,10,Farming-fishing,United-States
50,Federal-gov,Masters,14,Tech-support,United-States
50,Private,Bachelors,13,Transport-moving,United-States
50,Private,HS-grad,9,Adm-clerical,Philippines
50,Private,7th-8th,4,Sales,Dominican-Republic
50,Self-emp-not-inc,HS-grad,9,Farming-fishing,United-States
50,Private,Some-college,10,Tech-support,United-States
50,Private,5th-6th,3,Transport-moving,Mexico
50,Private,Some-college,10,Sales,United-States
50,Local-gov,Some-college,10,Adm-clerical,United-States
50,Local-gov,Prof-school,15,Exec-managerial,United-States
50,Self-emp-inc,Bachelors,13,Sales,United-States
50,Self-emp-not-inc,Bachelors,13,Exec-managerial,United-States
50,State-gov,Bachelors,13,Exec-managerial,United-States
50,Self-emp-not-inc,Bachelors,13,Tech-support,United-States
50,Private,HS-grad,9,Transport-moving,United-States
50,Self-emp-not-inc,HS-grad,9,Sales,El-Salvador
50,Private,7th-8th,4,Machine-op-inspct,United-States
50,Private,Some-college,10,Sales,United-States
50,Private,HS-grad,9,Adm-clerical,United-States
50,State-gov,HS-grad,9,Craft-repair,United-States
50,Federal-gov,HS-grad,9,Prof-specialty,United-States
50,Private,Assoc-acdm,12,Adm-clerical,Columbia
50,Self-emp-not-inc,Bachelors,13,Sales,United-States
50,Private,Bachelors,13,Prof-specialty,Ireland
50,Private,HS-grad,9,Other-service,United-States
50,Self-emp-inc,Prof-school,15,Prof-specialty,Philippines
50,NA,10th,6,NA,United-States
50,Private,HS-grad,9,Tech-support,United-States
50,Local-gov,HS-grad,9,Other-service,Dominican-Republic
50,Federal-gov,Some-college,10,Exec-managerial,United-States
50,Self-emp-not-inc,Prof-school,15,Prof-specialty,United-States
50,State-gov,Bachelors,13,Exec-managerial,United-States
50,Private,Assoc-acdm,12,Exec-managerial,United-States
50,Private,HS-grad,9,Exec-managerial,United-States
50,Self-emp-inc,HS-grad,9,Exec-managerial,United-States
50,NA,Masters,14,NA,United-States
50,Private,Some-college,10,Adm-clerical,United-States
50,Self-emp-not-inc,HS-grad,9,Farming-fishing,United-States
50,Private,HS-grad,9,Craft-repair,United-States
50,Local-gov,HS-grad,9,Exec-managerial,United-States
50,Private,Some-college,10,Other-service,Cuba
50,Private,Assoc-voc,11,Prof-specialty,United-States
50,Private,HS-grad,9,Protective-serv,United-States
50,Self-emp-inc,Bachelors,13,Exec-managerial,United-States
50,Local-gov,HS-grad,9,Adm-clerical,United-States
50,Private,5th-6th,3,Handlers-cleaners,NA
50,Private,Assoc-voc,11,Other-service,United-States
50,Private,Assoc-voc,11,Transport-moving,United-States
50,Private,Some-college,10,Craft-repair,United-States
50,Private,Masters,14,Prof-specialty,NA
50,Private,HS-grad,9,Machine-op-inspct,United-States
50,Private,Bachelors,13,Exec-managerial,United-States
50,Private,Prof-school,15,Prof-specialty,United-States
50,Private,HS-grad,9,Prof-specialty,Puerto-Rico
50,Private,HS-grad,9,Adm-clerical,United-States
50,Local-gov,Some-college,10,Other-service,United-States
50,Private,Bachelors,13,Exec-managerial,United-States
50,Local-gov,Masters,14,Prof-specialty,United-States
50,Local-gov,HS-grad,9,Adm-clerical,United-States
50,Self-emp-not-inc,HS-grad,9,Farming-fishing,United-States
50,Self-emp-inc,Prof-school,15,Prof-specialty,United-States
50,Self-emp-not-inc,HS-grad,9,Exec-managerial,South
50,Private,HS-grad,9,Protective-serv,United-States
50,Local-gov,Masters,14,Prof-specialty,United-States
50,Private,Prof-school,15,Prof-specialty,United-States
50,Private,HS-grad,9,Adm-clerical,United-States
50,Private,Some-college,10,Exec-managerial,United-States
50,Self-emp-inc,Some-college,10,Craft-repair,United-States
50,Private,Assoc-voc,11,Other-service,United-States
50,Federal-gov,Assoc-acdm,12,Exec-managerial,United-States
50,Private,1st-4th,2,Prof-specialty,United-States
50,Private,HS-grad,9,Machine-op-inspct,United-States
50,Private,HS-grad,9,Transport-moving,United-States
50,Self-emp-not-inc,10th,6,Craft-repair,United-States
50,Private,Assoc-acdm,12,Craft-repair,United-States
50,Self-emp-not-inc,Assoc-acdm,12,Protective-serv,United-States
50,Private,Some-college,10,Prof-specialty,United-States
50,Private,7th-8th,4,Craft-repair,United-States
50,Private,Some-college,10,Exec-managerial,United-States
50,Private,Some-college,10,Tech-support,United-States
50,Federal-gov,10th,6,Craft-repair,United-States
50,Self-emp-inc,HS-grad,9,Sales,United-States
50,Private,HS-grad,9,Machine-op-inspct,United-States
50,Local-gov,Bachelors,13,Prof-specialty,United-States
50,Self-emp-not-inc,10th,6,Sales,United-States
50,Private,HS-grad,9,Tech-support,United-States
50,Federal-gov,11th,7,Sales,United-States
50,Private,Bachelors,13,Sales,United-States
50,Self-emp-inc,HS-grad,9,Farming-fishing,United-States
50,Private,HS-grad,9,Exec-managerial,United-States
50,Private,Some-college,10,Craft-repair,United-States
50,Private,HS-grad,9,Transport-moving,United-States
50,Federal-gov,Some-college,10,Adm-clerical,United-States
50,Private,9th,5,Transport-moving,United-States
50,State-gov,Prof-school,15,Exec-managerial,United-States
50,Self-emp-inc,Some-college,10,Exec-managerial,United-States
50,Self-emp-not-inc,Assoc-voc,11,Sales,United-States
50,Federal-gov,Some-college,10,Exec-managerial,United-States
50,Private,Some-college,10,Exec-managerial,United-States
50,Private,Masters,14,Exec-managerial,United-States
50,Local-gov,Bachelors,13,Prof-specialty,United-States
50,Private,Some-college,10,Handlers-cleaners,United-States
50,Private,HS-grad,9,Craft-repair,United-States
50,Private,Bachelors,13,Tech-support,United-States
50,Private,HS-grad,9,Exec-managerial,United-States
50,Private,Bachelors,13,Exec-managerial,United-States
50,Private,Bachelors,13,Adm-clerical,NA
50,Local-gov,Masters,14,Prof-specialty,United-States
50,Private,HS-grad,9,Craft-repair,United-States
50,Private,HS-grad,9,Machine-op-inspct,United-States
50,Local-gov,Bachelors,13,Prof-specialty,United-States
50,Local-gov,Some-college,10,Adm-clerical,United-States
50,Private,11th,7,Craft-repair,United-States
50,Private,HS-grad,9,Other-service,United-States
50,Private,Some-college,10,Other-service,United-States
50,Private,HS-grad,9,Farming-fishing,United-States
50,Self-emp-inc,Some-college,10,Protective-serv,United-States
50,Self-emp-inc,Masters,14,Exec-managerial,United-States
50,Local-gov,Bachelors,13,Protective-serv,United-States
50,Local-gov,Some-college,10,Protective-serv,United-States
50,Private,HS-grad,9,Sales,United-States
50,Private,Bachelors,13,Sales,United-States
50,Private,HS-grad,9,Prof-specialty,United-States
50,Private,10th,6,Craft-repair,United-States
50,Local-gov,Masters,14,Prof-specialty,United-States
50,State-gov,Masters,14,Prof-specialty,United-States
50,Private,Masters,14,Prof-specialty,United-States
50,Private,Some-college,10,Other-service,United-States
50,Private,Assoc-acdm,12,Adm-clerical,United-States
50,Private,Bachelors,13,Sales,United-States
50,Self-emp-not-inc,Bachelors,13,Exec-managerial,Italy
50,State-gov,Bachelors,13,Exec-managerial,United-States
50,Private,Some-college,10,Machine-op-inspct,United-States
50,Private,HS-grad,9,Craft-repair,United-States
50,Private,Bachelors,13,Sales,United-States
